 	che	consuma	poco	benzina	</S>
n	0.94982658	0.03396608	0.0068693502	0.00921874056	0.00011920175194
a	0.79579868	0.0440004376667	0.1318054469	0.0123287081867	0.0160667137506
k	0.529530526667	0.262093039222	0.170265038567	0.0167821153956	0.0213292902169
o	0.363517208889	0.476781746407	0.118007309122	0.0205721257985	0.021121577039
n	0.329045712963	0.530312282136	0.100422409141	0.0191578869328	0.0210616675163
s	0.466879347654	0.472922217379	0.036763199047	0.0161128194776	0.0073224329321
u	0.428709509218	0.533952409126	0.0189857205823	0.0138137603259	0.0045386241007
m	0.209415533073	0.763961669709	0.0108225434274	0.0124395355086	0.00336075464357
è	0.108603587491	0.83514475657	0.0336249683758	0.0136592422362	0.00896746429119
t	0.0422194346303	0.87121003219	0.0571442491253	0.0147806404121	0.0146456354304
s	0.131871743877	0.681596477397	0.0531434810418	0.119333294804	0.0140549998101
i	0.157900032942	0.315319475632	0.238091670347	0.261749238268	0.02693959327
a	0.0528445874133	0.108377539577	0.598142653449	0.214288711756	0.0263465516567
l	0.0715661805871	0.0405043813923	0.538901337816	0.339078716252	0.00994942185223
ì	0.0779915641957	0.0245814224641	0.445646715939	0.427938575417	0.0238417413507
o	0.0262042670552	0.0155084174214	0.47114723198	0.424278095139	0.0628619957836
b	0.0100038063417	0.00605700134047	0.242275871993	0.68553697838	0.0561263420545
e	0.00459858937657	0.00253694846016	0.0877945516643	0.87455552946	0.0305144134782
n	0.00506471738819	0.00210491080005	0.0312699574548	0.939515213153	0.0220452164727
z	0.0165014757961	0.0102474575	0.0112263603183	0.953840851051	0.00818384463757
ì	0.016909799682	0.0287656491667	0.0376381327061	0.850453683684	0.0662327433792
n	0.00745066297733	0.0424063343889	0.0514056065687	0.632860477895	0.26587691446
a	0.00433553684911	0.0304307673963	0.0264983508562	0.362033875965	0.576701448153
</S>	0.00240532820956	0.0159937905981	0.0191642329281	0.213452387982	0.748984239077
