 	mio	padre	ha	lavorato	sempre	</S>
o	0.87383166	0.113927117	0.005921128235	0.0020114316	0.00076353803785	0.0035451769751
c	0.58878804	0.378189552333	0.00813454861167	0.00836153776667	0.0129779152793	0.0035484749657
i	0.256546583333	0.710545250778	0.00545594973722	0.00946649025556	0.0167848955464	0.00120083296757
ù	0.140426642444	0.843378950259	0.00437986057907	0.00426223551852	0.0059911499788	0.00156115352752
r	0.125326318815	0.822470570086	0.0225307788597	0.0166064496062	0.0103509030029	0.00271502157584
i	0.109029262938	0.580473003362	0.232438856953	0.0438061198687	0.0274735513343	0.00677925425861
m	0.087321437646	0.351092561121	0.334641618984	0.102332279956	0.117496804445	0.00711532694954
m	0.0929856305487	0.469835220374	0.189769234661	0.105465976652	0.139539855815	0.00240408144151
u	0.0685018538496	0.484254270125	0.254518886554	0.108911338884	0.081837829605	0.0019758422755
è	0.0372777462832	0.231768623708	0.540966665518	0.128933162961	0.057213688435	0.0038401621585
p	0.0246069480944	0.0906295415693	0.680459431839	0.156780457654	0.0424782213783	0.00504542458617
o	0.0165169789048	0.0372030370164	0.667545950613	0.213677202551	0.0579188537928	0.00713799019539
l	0.00979647517493	0.0343194154988	0.476871673538	0.24419375085	0.228677851264	0.00614084871846
e	0.00753720752164	0.0332931918196	0.231102127846	0.37878711695	0.341284920421	0.00799544889282
m	0.00623354780388	0.0183201905932	0.142865516949	0.549387192317	0.274626993474	0.00856657957527
i	0.00576407118129	0.0133013227627	0.0768268033163	0.669475917439	0.230217554491	0.00441436296942
m	0.0032590709071	0.0110152774859	0.0440331404388	0.710055425813	0.228613658164	0.00302343665981
m	0.0049156258357	0.0111225662286	0.0393132594796	0.748985861938	0.194643489388	0.0010192058126
è	0.00417002242823	0.0046197355562	0.0340030231599	0.841392320646	0.114991039796	0.0008238845602
n	0.00154603809241	0.0054341352654	0.0146073140533	0.701920540215	0.273275429932	0.00321654588673
a	0.000741938454137	0.00578572973513	0.0078679827511	0.378969951405	0.564396443311	0.0422379541289
p	0.00287051600805	0.00978811155838	0.00438499175037	0.175783948468	0.754321381104	0.0528510524996
à	0.00351160372035	0.0110389928878	0.00407048168346	0.120300909489	0.833348460368	0.0277295259565
n	0.00148749811445	0.00398397126427	0.00326241676115	0.0896575284963	0.876297320123	0.0253112499855
t	0.00404739886148	0.0127678966881	0.00780869012038	0.0675953281654	0.892679606708	0.0151010852285
a	0.00462842390849	0.0154811801627	0.00905743355346	0.0517497261218	0.721715628903	0.197367596309
</S>	0.00237280538624	0.00786518948135	0.00468923154673	0.0268147481609	0.572034104452	0.386223898155
