 	Marika	è	che	si	sposa	domani	</S>
M	0.91325335	0.0294887568	0.02643485435	0.000507256105	0.01772020595	0.012594623252	9.352865825e-07
a	0.830505733333	0.0598099129333	0.03892309345	0.001104662085	0.05245138165	0.0156112164173	0.00159400818939
r	0.550304931111	0.141380304311	0.240839985817	0.002088225195	0.0542189592167	0.0090420045391	0.0021255792546
ì	0.305952173704	0.237625351437	0.328261466606	0.00346779223167	0.0854599530722	0.0349707382464	0.00426252127633
k	0.314794144568	0.285826870479	0.167718418535	0.00503795507722	0.113639232357	0.106790694082	0.00619269769211
a	0.220808080156	0.454110476826	0.126192704512	0.00903729502574	0.0714943337857	0.114604557027	0.00375253269737
è	0.076085203352	0.511923158942	0.104225451504	0.0141293523419	0.135500516262	0.154413174676	0.00372310476579
n	0.029822033784	0.337366189647	0.260260713835	0.0209961447806	0.153314253087	0.194631841559	0.00360880225526
a	0.012936337628	0.226494809882	0.420891224612	0.125772164927	0.083864012029	0.128111877186	0.00192959888509
r	0.00635374144267	0.133836297961	0.584747684871	0.159297012642	0.0504991191763	0.064258849912	0.0010073196285
m	0.00584110734756	0.0582718383203	0.82450715829	0.0678580255473	0.0191732677588	0.024009005154	0.0003395382364
a	0.00377859704385	0.0326620951068	0.789545306097	0.144028978849	0.0168439124529	0.0128640402513	0.000276982055567
s	0.00440279327595	0.0209016010356	0.771229935366	0.18061581195	0.0152141539843	0.00737863458377	0.000257026682856
t	0.012864696092	0.0285405516785	0.852560001789	0.09214615965	0.00875970649477	0.00503911736126	8.97704047853e-05
ì	0.0127188223207	0.0349165665595	0.57782144193	0.0626681058833	0.133417027832	0.17227331132	0.00618474079776
à	0.0046547796169	0.0396972081865	0.19724011741	0.0485338229611	0.204924755944	0.48595997044	0.0189893362659
v	0.00316848255897	0.0372511963955	0.16247522457	0.0686607093204	0.150995595315	0.560191246813	0.0172575137286
v	0.0118384833197	0.0418182757985	0.349928841523	0.12184820644	0.115045971772	0.353566515604	0.00595365914287
r	0.0377652284399	0.0521823605995	0.517655713841	0.18680642548	0.0549058522573	0.148613922201	0.00207044271229
i	0.0375164379466	0.0341966413998	0.388676594614	0.29308480516	0.0470276690858	0.053737958067	0.145759874309
</S>	0.0195508866733	0.0187308944999	0.218596282307	0.35913953258	0.0635841495429	0.0299704945335	0.290427772154
