 	l	ho	sentito	quando	veniva	</S>
t	0.96362045	0.00141218729	4.75275685e-05	0.03039655635	0.00450569113	1.7459723325e-05
o	0.92691945	0.0281197331967	0.0025747009395	0.0344918861167	0.00605736651	0.00183676765444
n	0.789252116667	0.0559946093989	0.00582189631317	0.135602274372	0.0108860913033	0.00244298125281
ì	0.467110548889	0.1546303548	0.0942519374377	0.187253213457	0.0163632941011	0.0803906561189
k	0.30341966963	0.1872665916	0.122091569713	0.266709363152	0.0117539374337	0.108758860373
u	0.23027809161	0.2281581272	0.142914413804	0.350390777717	0.00707866554457	0.0411799085577
s	0.0840101666033	0.235300439733	0.166217382935	0.487076929239	0.0111341815149	0.0162608965779
a	0.0347628702011	0.0993489472443	0.131182255978	0.68474336308	0.0431837188383	0.0067788191513
m	0.0159672404004	0.0428905787481	0.104720294126	0.771917507693	0.0608880229461	0.0036162971341
ò	0.00885438593347	0.0171842954494	0.0413502991753	0.867936835898	0.0574347243154	0.00723941812837
t	0.00339447090116	0.00719820758313	0.0191268185918	0.907029478633	0.0535082107718	0.00974281537612
t	0.00206204882372	0.00398521092771	0.0114516202306	0.867018769544	0.110554929591	0.00492743345871
e	0.00147850215124	0.0023919264259	0.0085160121102	0.535001290015	0.445107969864	0.00750430748624
è	0.00056276212708	0.00115272044197	0.00414596673673	0.197083001838	0.744348019955	0.0527075448287
r	0.000472484809027	0.00129848459732	0.00583209274558	0.102772632279	0.818272539985	0.0713517919429
k	0.00242477776968	0.00159564849911	0.00788147141519	0.083845214093	0.869253763328	0.0349991586476
a	0.00290592388989	0.0011367673877	0.0047233604384	0.0587752889643	0.859069887776	0.0733887805492
t	0.00655334459663	0.00744727615057	0.0108321082795	0.0270633479214	0.863799845925	0.0843040708164
o	0.00773554356221	0.00954126370019	0.0133212960932	0.0163257096938	0.784896231975	0.168179967572
</S>	0.0039005023261	0.00480484032509	0.0076315835466	0.0082580144269	0.681613115988	0.293791968786
