 	io	non	so	cosa	è	da	scrivere	</S>
e	0.97125945	0.0259199356	0.0015864269	0.00082681955	0.000126766602	7.35422025e-05	4.1107025e-05	0.00016593039
v	0.8218066	0.0425168989333	0.1160267598	0.01193443615	0.000320469490667	0.0018467127375	0.00537704225167	0.000171092376667
ò	0.49238981	0.243278099644	0.190547199933	0.0235812177167	0.00327887276356	0.00504752047917	0.0115506674172	0.0303266259489
e	0.219344517667	0.534129533215	0.164033653311	0.0241759622389	0.00447469298785	0.00450674222639	0.00839595550573	0.040938947783
n	0.116907750222	0.487367294405	0.347594341104	0.0243884110796	0.00233740922928	0.0024713968088	0.00470705453524	0.014226341261
e	0.084838465574	0.309241581468	0.534404747035	0.0569427300265	0.00330758590976	0.00205047683627	0.00372460531175	0.005489816387
s	0.0719082006913	0.210792732823	0.617300482345	0.0832233946755	0.00410462100325	0.00305772797876	0.00700540523725	0.00260745462567
s	0.0807822585638	0.119979056608	0.722158460782	0.0616028958918	0.00267177120108	0.00345591082625	0.00842874007908	0.000920927815557
è	0.0666866511879	0.118932815536	0.648857066927	0.0706216342973	0.0174025359004	0.0131706386421	0.0142670200264	0.0500616361489
r	0.045779553496	0.093361239512	0.583375248976	0.147681399432	0.0265735696335	0.019504825214	0.0168670289088	0.0668571143163
o	0.017249275044	0.0429581196373	0.432540399659	0.344978886477	0.102671115544	0.027410416738	0.00853758620293	0.0236541828054
t	0.00878832279333	0.0232284620124	0.18713489822	0.458644038826	0.139541039181	0.127522273913	0.0462884897343	0.00885248409513
i	0.00597734253944	0.0163703396041	0.09625869174	0.399057329609	0.17670962706	0.238107924638	0.0640868212448	0.00343194235838
e	0.00201353330281	0.00591521068137	0.03593810768	0.31051248987	0.314587632353	0.296139061546	0.0330555547483	0.00183840618613
n	0.00152299988227	0.00253019647379	0.0136696373267	0.172584178957	0.251770350451	0.377866993849	0.179164047916	0.000891586462043
a	0.00136880965576	0.00149844775793	0.00607695064223	0.0730123876523	0.10759953315	0.470810911283	0.338056042639	0.00157693208735
g	0.000882477413587	0.000919559352643	0.00288287214741	0.0348444935841	0.0550616304833	0.399088520428	0.504519334213	0.00180115698912
r	0.00122812300453	0.00108195191755	0.00356222398247	0.016624578228	0.0200891010611	0.229824083476	0.726905364738	0.000684608189707
à	0.00099784850151	0.00245721773918	0.0140518391942	0.0356375877427	0.0307122051537	0.232382101159	0.656376278246	0.0273849329632
s	0.000922451100503	0.00291938501306	0.0168027530647	0.0411237792476	0.0391084580512	0.270429380386	0.582703036082	0.0459907603211
s	0.0016943634335	0.00216798593769	0.00888837202157	0.0191676759159	0.0209043715504	0.204158525129	0.717488682027	0.0255300511737
o	0.00143650091917	0.0014362658759	0.00521722584052	0.00880417407197	0.00972947438347	0.111124137376	0.797557027342	0.0646952221246
</S>	0.000727209321585	0.00078919528295	0.00334153917026	0.00514637093599	0.00594889919173	0.068829914688	0.799263938671	0.115952931062
