 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.562722755	0.431713412	0.0033034278	0.00018870278	7.533699285e-05	9.0222442e-06	0.001946709177	4.0567534305e-05
i	0.351493805	0.638283147333	0.00541226413333	0.00128452878333	0.000125471884283	0.0004244295934	0.002134760759	0.000841536394768
n	0.237076258333	0.753231149111	0.00499516411111	0.00156219642111	0.000116019171428	0.000559309095133	0.001373349753	0.00108656067892
a	0.132088210778	0.856956499704	0.0046462697037	0.00223953330037	0.000145481210476	0.00102373242904	0.00108913031767	0.00181118967364
d	0.0850912581593	0.902935729901	0.00495994330123	0.00246972801012	0.000159276350159	0.00119222086635	0.00110851943922	0.00208337881788
r	0.0442419669531	0.944494189967	0.00691736916708	0.00114693096671	0.000149852823386	0.00046565056545	0.00165620461307	0.000927911509293
e	0.033860615651	0.926711063322	0.0312381750557	0.0033350667089	0.000305212277795	0.000665450608483	0.00213193833769	0.00175248627976
f	0.018503341217	0.933753754441	0.0392118990186	0.0038103887863	0.000313273859265	0.000685970689494	0.00187116033256	0.00185016489325
f	0.0175039200723	0.957939284814	0.0207055156729	0.00135558514877	0.000159848163088	0.000243427252165	0.00142637336419	0.000666005561083
ì	0.149109542691	0.746026694938	0.0208521872243	0.00121686605292	0.00342922646436	0.0168606503197	0.0048577574214	0.0576470254504
m	0.227909967564	0.624915898313	0.0306383170748	0.00160287971764	0.00476267693479	0.0229884915732	0.00613060684047	0.0810511164835
m	0.161966175855	0.743936299438	0.0342293870249	0.00127132511921	0.00245444632493	0.00856852898107	0.0141456863135	0.0334281293945
u	0.0961716303517	0.518402714146	0.326918795675	0.0138270295531	0.00281116117498	0.00742074765036	0.0186990224378	0.0157488573648
a	0.0321770706232	0.177090429149	0.607826141892	0.152549919851	0.00422715622499	0.00834502321679	0.00968072454593	0.00810345447493
n	0.0117942405804	0.0616597507163	0.591707047297	0.24302671995	0.0391082354083	0.0047536955056	0.0449816099153	0.00296867038498
k	0.0500377251268	0.0963193911388	0.514211705766	0.15139440765	0.0720039338028	0.00246036320187	0.112149089972	0.00142340000166
ò	0.0659403740423	0.107413480046	0.308196068589	0.0729158502167	0.114300434601	0.109273271001	0.106468645991	0.115491894667
r	0.0304092555141	0.0464727790153	0.18783587953	0.0994222167389	0.222072961534	0.150074206	0.10273711133	0.160975628222
a	0.0143736114814	0.0242730710184	0.142364245843	0.272872912246	0.225436047178	0.132789481	0.121679663777	0.0662110247407
e	0.00482417638413	0.00830700798613	0.061696831281	0.415537817415	0.120622722393	0.155509937	0.205606784592	0.0278947787802
n	0.00263750764171	0.00379352422871	0.026902838627	0.294467027472	0.064792200131	0.0878707	0.508688018197	0.0108482352267
ì	0.00205705779724	0.00244850577624	0.0168696110757	0.112950796824	0.038999904377	0.106345314333	0.641707619399	0.0786212521756
r	0.00189949818241	0.00243076435875	0.0127400437919	0.048300429708	0.0442578231257	0.122681974778	0.6478381998	0.119851307392
t	0.0364795138275	0.0367107074529	0.0091520286973	0.017941043236	0.0567230733752	0.0568181985927	0.725469479933	0.0607059741307
e	0.0470064749058	0.0469677573843	0.00992003256577	0.015122274312	0.0350436020584	0.129789776531	0.635971006644	0.0801790897102
e	0.0158849266819	0.0177647436948	0.00819598838859	0.027022636104	0.0158110645195	0.160425575844	0.656914915548	0.0979801245701
t	0.0168413523106	0.0177147312316	0.00777226566286	0.0260732070347	0.0125374354065	0.0644492620813	0.805081471849	0.04953022219
t	0.0845490861035	0.112056322077	0.0382181128876	0.0249454660116	0.0219513438022	0.0268697024938	0.669342490616	0.0220674640633
ù	0.0957442464012	0.133631288709	0.0497254366292	0.0382326190039	0.0305634339341	0.135524422831	0.410102793539	0.106475782021
</S>	0.0478898097506	0.0668651413795	0.0317632218146	0.045128702002	0.0307582559671	0.250663341416	0.32753754177	0.199394006011
