 	sta	e	dorme	nel	letto	</S>
s	0.9160729	0.07799734	0.0039375633	0.0019876697465	3.7412637e-06	7.629851e-07
t	0.89280008	0.09039661	0.0129324143	0.0038650230155	5.06817356667e-06	7.9270445e-07
e	0.675222123333	0.299681606667	0.0181591587667	0.00661318567183	7.64671168556e-05	0.000247411895067
c	0.355307971111	0.561562568889	0.0753054035889	0.00739346222394	0.000100923083952	0.000329610942989
e	0.183056513704	0.707859342963	0.10384723053	0.00502099874131	6.12478376507e-05	0.000154619872296
p	0.095719689568	0.693443677654	0.204919942843	0.00577147991377	4.85801218836e-05	9.65849937653e-05
l	0.078104344856	0.543491749218	0.369850647614	0.00849217647126	2.75518132945e-05	3.34840859884e-05
ò	0.0961065532853	0.477508096406	0.411118799205	0.0124464326571	0.000102582625765	0.0027174809604
n	0.0614107571951	0.330204680469	0.592087859735	0.012547622219	0.000121538548422	0.00362754270347
n	0.0319903554984	0.168701810156	0.722826086578	0.0748114427397	0.000169573845974	0.00150078965116
i	0.0217328800661	0.0979379055187	0.480730672193	0.387373000913	0.00471305412532	0.00751251858372
s	0.0084566019887	0.0380952706396	0.396050354064	0.542006376971	0.00614497776844	0.00924644460124
t	0.00575504792957	0.0263180972132	0.451500691355	0.511236592324	0.00210095166048	0.00308865167785
o	0.00382816855986	0.0188695949377	0.268147458785	0.700434947441	0.00503237889783	0.00368746229672
g	0.00280133713662	0.0122254651792	0.140511357928	0.83455285248	0.00602208130728	0.00388690172157
r	0.00411191811221	0.0150514247264	0.106093625976	0.871124570827	0.00229558872376	0.00132283507119
à	0.00497537520407	0.0297868162421	0.110439445325	0.819309323609	0.00173170045459	0.0337572778984
t	0.00478782640136	0.0322278237474	0.134252787108	0.77585929787	0.0026932994182	0.0501789322995
t	0.0224967901338	0.0478835102491	0.126925267703	0.766590555957	0.00503576180607	0.0310680954332
i	0.0291916012113	0.051032236783	0.0889637522343	0.504837145319	0.122190055935	0.203785171478
</S>	0.0176616423557	0.0274073204415	0.0475011306172	0.29067081266	0.237780837967	0.378978215739
