 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.098171465	0.05319685	0.12702237	0.12751856	0.12648669	0.12666556	0.1295049	0.122743376	0.08869024
a23	0.031443678	0.022600276	0.09702705	0.12568754	0.12273631	0.1333278	0.29338184	0.12283674	0.050958864
a31	0.06486786	0.04248067	0.1187681	0.12244931	0.1230299	0.12795542	0.17189933	0.13061726	0.09793204
a28	0.04731972	0.03741532	0.10738088	0.11461774	0.11859505	0.13225982	0.2238815	0.13799247	0.08053749
a20	0.05524931	0.042406574	0.11708886	0.12113205	0.12244157	0.12961529	0.1893736	0.13531558	0.0873772
a31	0.06699655	0.043439675	0.11725119	0.11979773	0.12128897	0.12750532	0.17324354	0.13031822	0.100158826
a8	0.028174007	0.02140292	0.09372473	0.11262404	0.1244904	0.15109403	0.26560846	0.14276518	0.060116284
a31	0.04814764	0.022679878	0.10742117	0.11163583	0.11693665	0.13657328	0.26180476	0.122733586	0.07206718
a20	0.025919264	0.0047849407	0.101406515	0.15714747	0.15884711	0.16504082	0.20629887	0.13094436	0.0496106
a31	0.016111787	0.0023764744	0.10611711	0.15720688	0.1586895	0.16685688	0.22837044	0.14354934	0.020721614
a36	0.015046495	0.0021973378	0.10977885	0.16639312	0.16313972	0.16554862	0.21983357	0.14053886	0.017523378
a24	0.010429068	0.002345714	0.11307487	0.18085104	0.15960345	0.14839594	0.25584278	0.11872053	0.010736638
a37	0.010445808	0.002765435	0.1180631	0.14848363	0.14751007	0.15946984	0.27911186	0.12475783	0.009392396
a27	0.009656724	0.0031029312	0.1217968	0.14968278	0.14786613	0.16218024	0.28588623	0.110438116	0.009390099
a8	0.010878991	0.0044785007	0.12178203	0.149684	0.13892931	0.15213148	0.32566425	0.08631212	0.01013926
a23	0.0152899055	0.0058884425	0.1317406	0.15229161	0.13946639	0.14761318	0.31591436	0.07948301	0.012312574
a31	0.017066816	0.008553998	0.13315295	0.16736683	0.13919982	0.1358672	0.31587693	0.067680374	0.015234988
a37	0.01200939	0.0046917684	0.13232708	0.1488675	0.13934538	0.15114143	0.31383082	0.08682311	0.010963433
a29	0.016878918	0.009487472	0.13515876	0.16875091	0.1366744	0.13010687	0.32168522	0.06634561	0.014911889
a31	0.019740164	0.012686544	0.13787338	0.17912321	0.1376208	0.12521933	0.30277872	0.06617443	0.018783413
a13	0.012471484	0.0068194238	0.13394503	0.1550083	0.13235182	0.13329494	0.33955514	0.074957095	0.0115968585
a31	0.024816332	0.018799938	0.13713259	0.17933354	0.12640594	0.10912843	0.3170483	0.064198665	0.023136308
a8	0.014675708	0.009823501	0.13455245	0.155179	0.11625936	0.11089993	0.38403973	0.06131903	0.0132513
a31	0.037534717	0.031587098	0.14411041	0.16914256	0.11323784	0.09705347	0.30865774	0.06480773	0.033868432
a21	0.030968728	0.025344545	0.12816525	0.14375536	0.10373877	0.101704076	0.37456855	0.062672965	0.029081741
a31	0.066977106	0.06051281	0.1370359	0.1442501	0.11014134	0.103328936	0.23616499	0.07964813	0.06194069
a29	0.05796213	0.052530393	0.12259321	0.13359681	0.10561739	0.10540432	0.2870043	0.07962183	0.055669636
a31	0.087640904	0.082390144	0.11901053	0.12844227	0.111586064	0.110049255	0.18404627	0.09337474	0.08345984
a46	0.087233335	0.08350148	0.117903575	0.12242535	0.10953313	0.109839045	0.1873676	0.097073115	0.0851233
a31	0.09511767	0.09152899	0.11311766	0.12064268	0.111026384	0.11140447	0.16416077	0.100407764	0.09259356
a49	0.103807375	0.102095224	0.11246294	0.114432685	0.1109025	0.11144514	0.13554586	0.106623754	0.102684505
a3	0.10332341	0.100258455	0.11144281	0.113274194	0.110747956	0.11239247	0.14189276	0.105610795	0.101057105
a18	0.10423429	0.09768049	0.11692153	0.114202805	0.11172381	0.113119595	0.14168304	0.10231703	0.09811739
a31	0.104052655	0.10109665	0.12111337	0.11536859	0.110827215	0.110131614	0.13063803	0.10534444	0.10142743
a8	0.10744939	0.10702412	0.11359676	0.11349249	0.11104825	0.11072605	0.12033582	0.10909897	0.107228115
</S>	0.10990391	0.1096429	0.111467265	0.112215765	0.111229226	0.11111382	0.11448503	0.11024365	0.10969838
