 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.166595	0.13623235	0.043687545	0.06254835	0.18242124	0.19852471	0.10863589	0.10135487
a23	0.10786847	0.07685781	0.027991062	0.04151134	0.17815275	0.3631986	0.111617394	0.09280257
a20	0.1186563	0.11185109	0.08551885	0.112785615	0.14070456	0.16191836	0.13520142	0.13336378
a28	0.12898374	0.12270107	0.10582517	0.11925209	0.12983151	0.14121231	0.12633581	0.12585834
a31	0.1343114	0.12564714	0.10274087	0.11725424	0.12983492	0.14058948	0.12512103	0.124500915
a17	0.1420931	0.12281618	0.06492125	0.091605626	0.14198941	0.2141771	0.11246153	0.109935716
a31	0.18865575	0.15554993	0.023988463	0.03750963	0.18219742	0.2552415	0.08225307	0.074604236
a19	0.1838168	0.12654237	0.00998324	0.015667513	0.22925709	0.35143518	0.047927983	0.035369825
a31	0.15199192	0.09226155	0.014695548	0.021829577	0.24362566	0.38338903	0.05030644	0.04190028
a20	0.14291306	0.080541745	0.0074670548	0.011227092	0.26883537	0.41997823	0.041667663	0.027369708
a31	0.0728628	0.035144176	0.00901098	0.010277979	0.25859612	0.57017887	0.026834985	0.017094076
a20	0.05705227	0.031901393	0.011014321	0.011922409	0.23142488	0.6086794	0.029222704	0.018782599
a31	0.059554167	0.03300818	0.010861811	0.011157483	0.20306434	0.64294446	0.02517402	0.014235633
a20	0.051056754	0.035378233	0.01822219	0.018641513	0.16783279	0.64640576	0.038147718	0.02431511
a24	0.057484142	0.036432482	0.015342915	0.015412839	0.15788008	0.6728952	0.027239041	0.017313384
a31	0.054892763	0.040326122	0.024012048	0.024132773	0.14964703	0.6364974	0.042541534	0.027950365
a38	0.06187441	0.04743444	0.031181179	0.031545762	0.14239977	0.59435046	0.0541808	0.037033226
a31	0.07239149	0.054590855	0.032263946	0.03222517	0.120769426	0.61332965	0.040989842	0.03343962
a28	0.10454227	0.09055928	0.07089011	0.07095648	0.12867242	0.3738782	0.08690741	0.073593855
a20	0.11448499	0.099327944	0.07237727	0.07222756	0.12451848	0.3642625	0.07985902	0.072942294
a31	0.121116646	0.10926977	0.08238694	0.08218704	0.1311991	0.29762575	0.09299994	0.083214805
a24	0.12341778	0.11269594	0.10383483	0.10388418	0.12603924	0.21365565	0.111387536	0.105084844
a8	0.13154371	0.118464455	0.10714629	0.10711726	0.12424953	0.19454692	0.10953303	0.10739871
a38	0.12713365	0.121766746	0.118335545	0.11833669	0.124816544	0.1518423	0.119285114	0.118483424
</S>	0.12960455	0.12341348	0.11898627	0.118984446	0.12494303	0.14349066	0.12128476	0.1192928
