 	il	ladro	è	entrato	da	qui	</S>
a31	0.24144933	0.26739198	0.2036629	0.044240557	0.1580953	0.037252195	0.047907762
a17	0.1989888	0.5171786	0.1927448	0.009768412	0.069871895	0.0030117056	0.008435867
a37	0.20715563	0.4660887	0.19900972	0.014590199	0.08380644	0.004898506	0.024450816
a35	0.21254	0.47836965	0.19497469	0.012994788	0.07678331	0.006493996	0.017843556
a18	0.20930132	0.47814977	0.19629195	0.014510505	0.07594104	0.008487187	0.017318167
a31	0.21524984	0.51170367	0.18805555	0.012114415	0.05098871	0.008376635	0.013511188
a24	0.22341962	0.5922535	0.1362815	0.008826172	0.02274448	0.005614409	0.010860208
a31	0.23821032	0.52089226	0.15623432	0.013310353	0.042436644	0.009296461	0.019619629
a16	0.1889289	0.6663606	0.08919092	0.009016387	0.024753554	0.0076009124	0.014148607
a31	0.20728034	0.5903839	0.1026393	0.01683795	0.042849388	0.014823092	0.025185995
a46	0.11522855	0.7561252	0.065559156	0.012074788	0.025168382	0.01171128	0.014132709
a31	0.10605218	0.61175084	0.09319125	0.040754847	0.06394966	0.040330872	0.043970417
a46	0.10009977	0.65575963	0.06894049	0.042435583	0.04771993	0.042236727	0.042807873
a31	0.1362596	0.3096928	0.12145434	0.10692676	0.111464806	0.10685481	0.10734683
a35	0.13517869	0.30188155	0.11851092	0.11089424	0.11183798	0.11080913	0.11088743
a31	0.14370577	0.16744697	0.13880123	0.13744496	0.13770445	0.13743688	0.13745977
a8	0.14288266	0.16772881	0.13900006	0.13757586	0.13768996	0.13755752	0.13756508
a31	0.14335053	0.14870429	0.14180808	0.14152828	0.14155462	0.14152615	0.14152811
</S>	0.14314638	0.1485962	0.1419554	0.1415727	0.14159335	0.1415675	0.14156853
