 	sicuramente	stanno	ancora	svegli	</S>
a17	0.23095486	0.15686347	0.20029671	0.24374115	0.1681438
a24	0.14203037	0.095401116	0.26108164	0.41872635	0.08276058
a28	0.15536276	0.107077084	0.26641667	0.3415245	0.12961894
a37	0.16126502	0.09284375	0.26697963	0.35176358	0.12714805
a18	0.16944967	0.08422942	0.271549	0.35276604	0.12200593
a39	0.19704495	0.088714145	0.26357144	0.34087738	0.10979209
a31	0.22158015	0.0660637	0.2599739	0.38945627	0.06292595
a39	0.2091601	0.04853636	0.2745891	0.42864624	0.039068166
a31	0.19187543	0.040604867	0.23025121	0.50341475	0.033853732
a46	0.18291867	0.041484695	0.28813797	0.45356283	0.033895846
a31	0.15014681	0.032292344	0.21179157	0.5735296	0.032239594
a18	0.18385802	0.03608746	0.229276	0.5267568	0.024021734
a31	0.16077535	0.035415474	0.17546834	0.60105985	0.02728094
a39	0.20371452	0.041766625	0.17597577	0.5554083	0.023134802
a31	0.21685365	0.056306448	0.17065918	0.5294242	0.026756532
a41	0.2270599	0.06340035	0.17195034	0.50215745	0.03543197
a39	0.24562418	0.07161406	0.18182972	0.46347523	0.03745678
a28	0.20785183	0.0968082	0.20352308	0.4311848	0.060632106
a20	0.18432052	0.09860724	0.2039712	0.44666785	0.066433236
a31	0.18692179	0.11087126	0.19482103	0.41149318	0.09589279
a39	0.23085931	0.10458216	0.17594518	0.39590046	0.09271292
a35	0.23608553	0.14817421	0.19997159	0.2882882	0.12748045
a31	0.21056075	0.16756211	0.1942669	0.26758787	0.16002236
a11	0.21704017	0.1682511	0.19513293	0.2562351	0.16334075
a18	0.21475539	0.18822242	0.19833684	0.2153292	0.18335618
a24	0.20736073	0.18557961	0.19637254	0.22821093	0.18247621
a31	0.18861413	0.17677583	0.19323888	0.2606247	0.18074648
a18	0.2016081	0.19081351	0.19606668	0.21997273	0.191539
a31	0.19999991	0.19668578	0.19868596	0.20784289	0.19678545
a18	0.20172203	0.19785085	0.1994812	0.20335735	0.1975886
a15	0.20118305	0.19907624	0.19972956	0.20122324	0.19878794
a8	0.20035295	0.19947028	0.19981936	0.20095861	0.1993988
a39	0.20017292	0.19977021	0.19990234	0.20039201	0.1997625
a31	0.20014186	0.19949651	0.19982284	0.20107514	0.1994636
</S>	0.20036973	0.1995476	0.19984725	0.20071957	0.19951579
