 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.24717225	0.1809003	0.045155168	0.044872064	0.15454444	0.14678358	0.07194595	0.108626254
a20	0.2119171	0.13641225	0.026590303	0.026332129	0.14934783	0.16658746	0.097480685	0.18533221
a8	0.18095145	0.14258301	0.027197236	0.027546365	0.1673457	0.17286925	0.11852644	0.16298056
a20	0.17340349	0.1480058	0.03820415	0.039486896	0.15925187	0.1610891	0.12693082	0.15362789
a31	0.18900764	0.15827256	0.03567826	0.03719832	0.15942419	0.16044042	0.11387629	0.14610237
a28	0.260437	0.19115286	0.023785098	0.02513407	0.15881754	0.1579555	0.068490066	0.1142278
a31	0.32457867	0.21681626	0.025656844	0.027092917	0.13536477	0.1313729	0.052163526	0.0869541
a18	0.42552674	0.20532422	0.027553635	0.029196927	0.102243036	0.09794562	0.045855016	0.066354804
a31	0.44409537	0.19291425	0.032538407	0.03443569	0.09226408	0.087536335	0.050787646	0.06542827
a3	0.5251853	0.14688392	0.026887465	0.028437402	0.079482965	0.07842994	0.052847058	0.061845973
a31	0.45317283	0.1283688	0.037682332	0.03924369	0.09031593	0.089556396	0.07789262	0.083767384
a18	0.51497126	0.10331132	0.031493105	0.031839296	0.081287116	0.08542654	0.06928997	0.08238134
a31	0.31222466	0.108681984	0.055900354	0.05621356	0.10739562	0.11413074	0.11362206	0.131831
a17	0.41973066	0.10332483	0.05606159	0.056079756	0.08404841	0.09317863	0.08040735	0.107168816
a20	0.2076996	0.120887265	0.092816815	0.09277367	0.1089064	0.115980715	0.11516648	0.14576901
a31	0.1697558	0.120741054	0.10075644	0.10074533	0.11426894	0.12109622	0.12137071	0.15126547
a20	0.19660544	0.121193096	0.1085794	0.10857175	0.113452144	0.11560683	0.11320024	0.12279108
a31	0.15656243	0.12580636	0.11779887	0.117775984	0.119270146	0.119909115	0.11957008	0.12330699
a20	0.15064825	0.12467304	0.12010962	0.12010215	0.120988816	0.12130492	0.12058673	0.121586435
a46	0.14524907	0.12565507	0.12132084	0.121309385	0.12163909	0.121704064	0.12143958	0.12168295
a31	0.13049039	0.12492759	0.123981304	0.123978324	0.12408298	0.12412588	0.12408675	0.124326736
a46	0.12749833	0.12494198	0.12455531	0.12455472	0.124609776	0.12462601	0.124580376	0.12463352
a8	0.12610495	0.12497659	0.124803536	0.12480306	0.124820866	0.1248261	0.12481696	0.12484791
a39	0.12544121	0.12498562	0.124914244	0.124914	0.124925226	0.12493121	0.124927945	0.12496059
a31	0.12532972	0.12498648	0.12493228	0.12493214	0.12494298	0.124949135	0.12494674	0.12498055
</S>	0.12524381	0.12498969	0.12495301	0.12495296	0.124960825	0.12496383	0.12495987	0.12497599
