 	il	muro	vuole	uno	specchio	</S>
a46	0.3042749	0.29090005	0.17554863	0.055380616	0.07159285	0.10230304
a31	0.21179505	0.35712963	0.17256002	0.02831752	0.0849002	0.14529753
a24	0.16610749	0.2988124	0.19319084	0.03573083	0.12189295	0.18426546
a37	0.276128	0.41302785	0.13232991	0.044153526	0.057825007	0.07653568
a18	0.32977864	0.41485754	0.09224134	0.050029133	0.053814963	0.059278313
a20	0.34215185	0.41787803	0.09572485	0.043724936	0.0472426	0.05327764
a41	0.33843493	0.39055964	0.099418476	0.05456206	0.05672968	0.060295183
a31	0.32336736	0.35046145	0.10659042	0.07000351	0.07308213	0.07649514
a11	0.2108682	0.2663681	0.14079976	0.1179911	0.13116476	0.13280807
a31	0.15192184	0.19780004	0.14542954	0.13655257	0.18252487	0.18577112
</S>	0.13312101	0.16120785	0.13887998	0.13779679	0.21114154	0.21785279
