 	perché	aveva	lavorato	molto	</S>
a46	0.3234304	0.24479204	0.052385885	0.25041547	0.12897623
a31	0.4416005	0.16263492	0.018749071	0.2920691	0.084946334
a17	0.36646852	0.18179852	0.03555053	0.27349338	0.14268908
a31	0.33263502	0.22510351	0.0275968	0.24372476	0.17093992
a37	0.45931774	0.1824018	0.016388629	0.23206912	0.109822676
a31	0.457489	0.2191386	0.017714197	0.2238984	0.0817598
a18	0.45779464	0.21514061	0.003976082	0.29520553	0.027883114
a10	0.5166029	0.180429	0.006015737	0.27842635	0.018526033
a31	0.54203117	0.16616686	0.004398853	0.2735723	0.013830802
a46	0.5060569	0.17959723	0.0030406457	0.29822037	0.013084843
a20	0.6620562	0.10525785	0.0053627593	0.21657574	0.010747426
a11	0.7784161	0.068350345	0.012196151	0.12145727	0.019580223
a18	0.7038922	0.10591419	0.026823709	0.11076181	0.05260809
a31	0.6545035	0.12784497	0.034553245	0.11357905	0.0695193
a0	0.69110495	0.09026618	0.045501314	0.11736692	0.0557607
a31	0.44724587	0.14827824	0.10421636	0.18168993	0.118569545
a8	0.44541475	0.14445224	0.12930849	0.14985728	0.13096714
a31	0.24591456	0.19051842	0.18644717	0.19027242	0.1868474
a7	0.23842348	0.19176678	0.1892451	0.19121341	0.18935125
a31	0.21251959	0.19754969	0.1965136	0.19687675	0.19654039
</S>	0.20972894	0.19798508	0.19728959	0.19768588	0.1973105
