 	l	ho	sentito	quando	veniva	</S>
a31	0.243439	0.2133994	0.23789066	0.23920327	0.032763727	0.0333039
a46	0.25362402	0.20775396	0.26176462	0.23588842	0.021549176	0.019419787
a41	0.3073379	0.21620396	0.24298133	0.20830932	0.011851986	0.013315605
a31	0.3383729	0.21347721	0.22723804	0.19560878	0.013665762	0.011637243
a24	0.37062305	0.2032724	0.22205229	0.18398124	0.009832845	0.010238233
a31	0.411849	0.17527711	0.19937696	0.17416432	0.016779933	0.022552632
a15	0.47486436	0.14364177	0.20057224	0.14886464	0.013546171	0.01851092
a46	0.30206227	0.13613495	0.213208	0.1928901	0.06740941	0.08829535
a31	0.17900908	0.15598185	0.19783363	0.19255613	0.12844895	0.14617035
a0	0.18939555	0.16227649	0.17047746	0.16929178	0.15362807	0.15493068
a41	0.16781916	0.16606809	0.16783746	0.16792728	0.16506463	0.1652834
</S>	0.16695093	0.16644911	0.16715318	0.16716652	0.16608487	0.1661955
