 	avete	fatto	già	le	verdure	</S>
a6	0.22723937	0.24532412	0.16192004	0.21420118	0.07676224	0.07455307
a46	0.08021159	0.66611975	0.067672186	0.12545669	0.027684651	0.032855164
a21	0.12484285	0.4103805	0.144365	0.16542737	0.072242245	0.08274194
a20	0.1286201	0.31230897	0.14933926	0.16002944	0.117859595	0.13184266
a24	0.13349743	0.28239003	0.15271018	0.16119413	0.12821789	0.14199038
a31	0.13879769	0.3067707	0.1479385	0.15552393	0.12207107	0.12889822
a14	0.12899509	0.476071	0.12461218	0.14339931	0.062883236	0.06403917
a41	0.15072832	0.56309456	0.08905031	0.1423031	0.026695106	0.028128594
a37	0.15355705	0.59810466	0.06663537	0.13689274	0.021890594	0.022919599
a31	0.12236296	0.6910076	0.039588574	0.10864126	0.018110849	0.02028876
a6	0.097600535	0.7352853	0.03423573	0.095627435	0.016886426	0.020364622
a46	0.08576506	0.744312	0.03626457	0.089442715	0.019023133	0.02519252
a31	0.064141996	0.7915458	0.031768274	0.070495516	0.018066818	0.023981575
a17	0.055456895	0.8058059	0.030819092	0.06457718	0.018740859	0.024600085
a20	0.05939003	0.7782725	0.03637391	0.07290916	0.023105254	0.02994918
a31	0.048228275	0.796825	0.036366858	0.06293942	0.02440456	0.031235846
a17	0.0451093	0.79802877	0.036779705	0.061886426	0.02590791	0.032287817
a20	0.05502815	0.7474962	0.04668257	0.07053472	0.037706975	0.042551383
a31	0.055636697	0.7179018	0.054675996	0.07709985	0.044330798	0.050354876
a20	0.0621	0.68964165	0.059971344	0.079953074	0.05196565	0.05636821
a17	0.086143516	0.5645301	0.085237116	0.103379555	0.07848082	0.08222886
a31	0.10860568	0.4580104	0.10681872	0.1190649	0.10264902	0.10485131
a23	0.13107029	0.3472288	0.12950315	0.13683686	0.12708022	0.12828065
a31	0.15423207	0.23274194	0.15297411	0.1552014	0.15226106	0.15258932
a8	0.15639868	0.22121331	0.15538083	0.15709311	0.15484153	0.15507253
a31	0.16288184	0.18754253	0.16232862	0.16286214	0.16215971	0.16222517
a28	0.16394632	0.18164754	0.16355808	0.1639209	0.16344407	0.16348304
a21	0.16535036	0.17408144	0.165124	0.16528569	0.1650703	0.16508824
a31	0.16594484	0.17075373	0.16581553	0.1659163	0.16577825	0.1657913
</S>	0.16574644	0.17185214	0.16558938	0.16568673	0.16555919	0.1655662
