 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.18982938	0.3132828	0.101559035	0.094236195	0.11342922	0.11617376	0.07148966
a39	0.11458467	0.50263745	0.059963603	0.060837638	0.118044846	0.119007036	0.024924839
a31	0.14798318	0.5160978	0.045271877	0.065652914	0.09692068	0.081853814	0.04621974
a0	0.1334977	0.4928016	0.04588522	0.06706227	0.13424808	0.098625645	0.027879452
a31	0.16831619	0.54715955	0.041460525	0.055737253	0.09702743	0.07321271	0.0170863
a13	0.21226497	0.3487958	0.044123784	0.058871172	0.17279299	0.15684672	0.006304631
a31	0.2127361	0.38552058	0.03863753	0.051401272	0.15551296	0.15028092	0.0059105936
a37	0.2113688	0.38810164	0.03715552	0.05097791	0.15187451	0.15373436	0.0067871963
a31	0.16987388	0.42783925	0.029975876	0.038086638	0.1531012	0.17538825	0.0057349084
a11	0.13552552	0.647952	0.015658047	0.021256223	0.0795059	0.093864135	0.006238223
a39	0.11992158	0.6121971	0.021820322	0.024834843	0.09585645	0.12002444	0.0053452644
a0	0.06710101	0.79348916	0.0141231315	0.016935542	0.048194274	0.053573173	0.006583766
a41	0.039253157	0.8774779	0.009881507	0.01075337	0.024031825	0.029987168	0.008614995
a0	0.034296412	0.8371533	0.015992977	0.017157542	0.033761173	0.04312416	0.018514467
a20	0.068109095	0.53651905	0.051087745	0.054712337	0.10108582	0.12642865	0.062057287
a31	0.09574851	0.31197438	0.08360504	0.0866699	0.1405919	0.18773109	0.09367917
a30	0.12007727	0.27782875	0.115544245	0.11563005	0.120623946	0.13450217	0.11579359
a41	0.13458805	0.23431347	0.12574701	0.12579265	0.12643409	0.12767224	0.12545253
a31	0.13877721	0.1794235	0.13573886	0.1357725	0.13648434	0.1382184	0.13558522
</S>	0.14128554	0.15748647	0.14013281	0.14014058	0.14028789	0.14057428	0.14009246
