 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.1511419	0.122604184	0.12752993	0.1515676	0.1293874	0.18955761	0.1282114
a13	0.0463169	0.044119347	0.06558384	0.116664216	0.08037065	0.5764619	0.0704831
a24	0.070798576	0.0695657	0.080075756	0.1383936	0.13755421	0.3742781	0.12933405
a41	0.07619067	0.07264206	0.09149004	0.16384374	0.16126311	0.27766544	0.15690494
a31	0.08536733	0.07760559	0.10844373	0.16104609	0.15512887	0.25670996	0.15569845
a41	0.053245176	0.03886407	0.061252013	0.14274478	0.103369296	0.49432808	0.10619658
a46	0.059439246	0.028811393	0.04867886	0.14527969	0.07625305	0.57340664	0.06813106
a31	0.043443687	0.019880032	0.033111077	0.118100055	0.051112078	0.6904233	0.043929815
a20	0.029762048	0.013337245	0.023004526	0.12604553	0.048296735	0.7179599	0.041594047
a15	0.027892862	0.015109182	0.02009758	0.08098842	0.038218908	0.7870964	0.030596696
a31	0.028802654	0.01858414	0.023090446	0.07102523	0.042635288	0.78092855	0.03493372
a20	0.021926867	0.01139598	0.016213287	0.082211055	0.035366904	0.80398536	0.028900547
a31	0.024731377	0.015966631	0.018766196	0.052224312	0.030551782	0.8334336	0.024326129
a23	0.020398	0.011406168	0.016389746	0.061092816	0.027339399	0.840089	0.023284797
a31	0.028449131	0.021224571	0.023563517	0.04382768	0.030025467	0.8269077	0.026001949
a27	0.022167504	0.015271076	0.018805563	0.045177363	0.02516753	0.84965307	0.023757825
a35	0.029224308	0.022223938	0.0253238	0.045265913	0.028863665	0.8218133	0.02728511
a31	0.05355962	0.045686822	0.048002314	0.06680913	0.05713897	0.6780753	0.050727803
a39	0.031591468	0.025443515	0.027896142	0.046851106	0.03338685	0.80228716	0.032543782
a41	0.055154838	0.047385894	0.05023849	0.0659129	0.052681413	0.67744297	0.051183462
a24	0.08405701	0.07679309	0.078889914	0.0946001	0.08720284	0.4972878	0.081169255
a41	0.08363249	0.07861124	0.08081197	0.10641388	0.10655965	0.45198205	0.0919887
a3	0.08205153	0.07846721	0.079846226	0.10182571	0.10359685	0.463071	0.091141485
a31	0.10127603	0.09940116	0.10085132	0.12454384	0.13083728	0.3279233	0.115167096
a0	0.10809346	0.10622945	0.10684331	0.1168067	0.11769186	0.33239737	0.111937836
a20	0.1296712	0.12889233	0.12918137	0.13355906	0.13437535	0.21294777	0.13137296
a31	0.121463075	0.12052237	0.12119707	0.13215715	0.13579524	0.2412506	0.12761445
a20	0.13352227	0.13290231	0.1330766	0.13563047	0.13566034	0.19495682	0.1342512
a31	0.13935187	0.13909946	0.13919555	0.14048225	0.14072748	0.16133069	0.13981272
a37	0.14061998	0.14036429	0.14042355	0.1409917	0.14072071	0.15630434	0.14057548
a46	0.14220099	0.14207767	0.14210959	0.1423829	0.14232497	0.14672929	0.14217457
a31	0.14252397	0.14247857	0.14248966	0.14260559	0.14258713	0.14478897	0.1425261
</S>	0.14258397	0.14254434	0.14255403	0.14263001	0.14258236	0.14453635	0.14256892
