 	li	vestono	i	genitori	</S>
a31	0.24429624	0.25047544	0.17258552	0.21240094	0.12024182
a46	0.21604827	0.26553947	0.17115557	0.28292614	0.06433051
a18	0.12525575	0.2313591	0.15135501	0.42657545	0.065454766
a35	0.14416666	0.3369403	0.1089609	0.36465976	0.04527244
a15	0.14473112	0.34466353	0.11056204	0.36674985	0.03329343
a39	0.15526003	0.3340093	0.10784169	0.339992	0.06289698
a31	0.1420528	0.26992896	0.13676065	0.3293233	0.12193427
a11	0.123205684	0.21912773	0.14211632	0.367979	0.14757124
a20	0.13861255	0.18482308	0.15004101	0.31940928	0.20711406
a31	0.14520504	0.17312665	0.15683009	0.29778236	0.2270559
a39	0.16155583	0.19058104	0.16166405	0.28308475	0.20311433
a20	0.18678598	0.19721933	0.18577923	0.22627339	0.20394203
a46	0.19225837	0.19732726	0.19286425	0.21384797	0.20370221
a31	0.1971247	0.19851805	0.19727023	0.20480484	0.20228216
a15	0.19891305	0.19990179	0.19879878	0.20221785	0.20016852
a24	0.19976212	0.19996439	0.19973946	0.20044339	0.20009066
a20	0.19983663	0.19996165	0.1997997	0.2003399	0.20006205
a31	0.19951776	0.19969267	0.19962896	0.20077103	0.20038956
a13	0.1999092	0.19998142	0.19990289	0.2001775	0.20002896
a46	0.19992879	0.19998164	0.19993982	0.20012279	0.20002697
a14	0.19997512	0.19999781	0.19997561	0.20004527	0.20000616
a20	0.19992766	0.20000225	0.19994397	0.20013212	0.19999404
a31	0.19973862	0.1999045	0.19980073	0.20045121	0.20010492
</S>	0.19993499	0.19999547	0.19994247	0.20013008	0.19999701
