 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.11247469	0.084994346	0.09024334	0.11971432	0.109932214	0.12281153	0.12540253	0.12813078	0.106296256
a20	0.06414961	0.05161314	0.060406674	0.09809752	0.064689055	0.06431472	0.10337347	0.38679996	0.10655585
a31	0.072227776	0.056637585	0.0721105	0.12475207	0.090641804	0.08199542	0.11404022	0.260479	0.12711565
a8	0.05684479	0.046632323	0.05458979	0.09036499	0.060402833	0.05986501	0.110001095	0.41274223	0.10855691
a20	0.06488146	0.0519475	0.06320247	0.118409835	0.08198745	0.07362977	0.108266585	0.3194382	0.11823671
a31	0.06617368	0.048331212	0.06299636	0.11461609	0.08371378	0.07641747	0.11279733	0.31501362	0.119940504
a24	0.048153818	0.025281655	0.03485654	0.07814347	0.04103021	0.057206288	0.15249911	0.43956262	0.123266295
a46	0.053404544	0.017614182	0.028538356	0.080774784	0.041665807	0.05058243	0.1304699	0.5170566	0.07989335
a10	0.04543883	0.010200762	0.017933473	0.08059529	0.032820724	0.06498282	0.18554692	0.5046548	0.057826288
a8	0.029859196	0.007840279	0.012298639	0.075471856	0.019548288	0.05333641	0.19905826	0.5519054	0.05068167
a31	0.031937595	0.009447048	0.014123101	0.07192442	0.024349516	0.04876301	0.1569497	0.6010997	0.04140586
a46	0.04029172	0.007898932	0.013152906	0.090348236	0.022072578	0.064662464	0.19709648	0.504869	0.05960763
a3	0.028544066	0.009205029	0.012537923	0.06868995	0.02037951	0.042489044	0.14739588	0.6313933	0.03936528
a18	0.024236225	0.010266924	0.013359978	0.054281972	0.018281354	0.032684848	0.11244831	0.7019647	0.032475654
a31	0.029407281	0.011079883	0.015121635	0.06210785	0.023175946	0.03972421	0.11142907	0.67565393	0.032300215
a10	0.031423807	0.00818152	0.011278324	0.07744149	0.019986255	0.04896792	0.16663487	0.587887	0.04819874
a20	0.029148098	0.01004565	0.012899346	0.055618104	0.014577937	0.041792776	0.15005602	0.6485258	0.037336428
a35	0.022916181	0.011796723	0.014230653	0.044287026	0.014379407	0.027709672	0.10141164	0.7294724	0.03379634
a8	0.02738417	0.013982047	0.016648266	0.05373747	0.021070324	0.030686531	0.07761856	0.7292942	0.029578459
a31	0.04084582	0.019403197	0.02216314	0.082603514	0.033215016	0.05224866	0.09828799	0.6138712	0.0373615
a24	0.02817244	0.014013323	0.015420803	0.05105277	0.020162512	0.036201764	0.092383526	0.709723	0.03286988
a8	0.05000259	0.028201824	0.030221263	0.08065699	0.038736854	0.058838278	0.09720721	0.57574135	0.04039359
a0	0.050638407	0.03725241	0.03924878	0.08186193	0.04583966	0.05438997	0.08122679	0.5579173	0.051624794
a31	0.069152564	0.057594545	0.059362866	0.09759627	0.06471674	0.06989526	0.08838002	0.42329648	0.07000531
a18	0.045853667	0.035578113	0.036692984	0.06520375	0.04081073	0.051034458	0.079082236	0.59799886	0.04774518
a31	0.080172755	0.069416426	0.07064771	0.09732935	0.073970325	0.07904141	0.0937281	0.35816666	0.07752722
a17	0.054766376	0.04497846	0.045769624	0.06161206	0.047853794	0.057946112	0.08725905	0.54260343	0.05721108
a8	0.097088926	0.08830502	0.08898499	0.09931011	0.08972595	0.09312983	0.10236183	0.24888204	0.09221127
a31	0.10382055	0.09937738	0.09981395	0.10905339	0.10069863	0.102166966	0.10679543	0.17595531	0.10231843
</S>	0.095172994	0.09120066	0.09151623	0.09720441	0.09221955	0.095702104	0.10473759	0.2367735	0.095473
