 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.1529154	0.11534382	0.10875518	0.13942438	0.16357373	0.1299572	0.120819345	0.069210924
a46	0.39063796	0.16333504	0.060245182	0.09116816	0.09353116	0.06629415	0.09768707	0.037101217
a39	0.2933949	0.13188726	0.08921534	0.10794652	0.11016057	0.09031452	0.11628173	0.060799155
a31	0.22945227	0.13105595	0.09965447	0.11629975	0.11800905	0.09650566	0.12461688	0.08440603
a20	0.2829987	0.1262883	0.08796991	0.105037436	0.10880319	0.08731413	0.123100534	0.078487754
a31	0.26517335	0.13566442	0.09155997	0.107143655	0.1099584	0.09067669	0.12514046	0.074683
a15	0.44939214	0.13968906	0.04917381	0.07836503	0.09307977	0.060831662	0.09704158	0.032426935
a11	0.39577752	0.13217129	0.060885336	0.09560643	0.10999523	0.07214376	0.10864356	0.024776831
a31	0.36091584	0.12731346	0.06380881	0.10993166	0.12588169	0.08250345	0.1099112	0.01973384
a46	0.42223334	0.1428904	0.04534725	0.097121365	0.11605175	0.067471944	0.094792694	0.01409127
a31	0.43911734	0.10725809	0.04151085	0.10968384	0.14047343	0.0686844	0.082687415	0.01058462
a46	0.44488707	0.13360073	0.03844297	0.09762358	0.12188372	0.066871405	0.08453292	0.012157557
a31	0.48694023	0.09483057	0.03329274	0.10115836	0.14060429	0.062055826	0.07072284	0.010395168
a15	0.4663272	0.11614388	0.03480662	0.0953704	0.12476129	0.067414105	0.08281627	0.01236027
a31	0.5017667	0.08032601	0.028627167	0.09807485	0.14963736	0.062874354	0.06693105	0.011762544
a20	0.48558933	0.09718732	0.031073853	0.09480745	0.1310718	0.067534685	0.0798771	0.012858467
a18	0.49958995	0.08629137	0.02547942	0.09187136	0.14301905	0.065795325	0.07590269	0.012050889
a46	0.496345	0.06740357	0.027676873	0.10217413	0.16544642	0.067164555	0.060205948	0.013583595
a31	0.3590967	0.093564175	0.041471962	0.13391025	0.18918437	0.094058044	0.07043219	0.01828231
a15	0.41267163	0.080764785	0.035453368	0.11172732	0.1652497	0.089807145	0.08394298	0.020383062
a31	0.31201035	0.07194278	0.042722985	0.13084383	0.2281929	0.1144006	0.06658668	0.03329984
a37	0.39070776	0.070859574	0.03465626	0.11415078	0.1830262	0.098472156	0.08288728	0.025240084
a35	0.30913094	0.07237212	0.047260527	0.11915008	0.22532448	0.11593263	0.07013743	0.040691704
a31	0.26807722	0.077239126	0.053025432	0.11936551	0.25067672	0.11914965	0.06608892	0.04637737
a46	0.30825546	0.06301198	0.043416303	0.12685585	0.22102793	0.12293426	0.07694469	0.03755355
a31	0.22139657	0.0760582	0.06411105	0.11624867	0.25226152	0.13168894	0.076991685	0.061243333
a11	0.24844411	0.068733014	0.05719668	0.1183938	0.24325722	0.13156345	0.0776998	0.054712012
a31	0.19216512	0.09842671	0.0842572	0.10576734	0.22866607	0.11878061	0.08932449	0.08261246
a46	0.20086847	0.083515234	0.07586868	0.10868766	0.24451852	0.12639877	0.08540431	0.07473834
a20	0.17923672	0.094898604	0.08843859	0.10851487	0.22558849	0.122249596	0.09351844	0.08755474
</S>	0.16925041	0.12015202	0.1090982	0.11319583	0.1544078	0.1159256	0.1097451	0.10822508
