 	che	vende	buon	pane	</S>
a17	0.25145566	0.111221775	0.29324603	0.21706147	0.12701504
a31	0.12181274	0.041350625	0.3479499	0.38658366	0.10230314
a11	0.10183951	0.041037697	0.33385772	0.41260687	0.11065823
a39	0.0821611	0.03231383	0.5417533	0.26958013	0.07419165
a35	0.08468286	0.045129158	0.46800712	0.3164379	0.08574303
a39	0.086904086	0.037023548	0.56689465	0.24972817	0.059449468
a31	0.089322135	0.048818775	0.5060469	0.2583109	0.09750129
a24	0.076216035	0.052339967	0.40630534	0.32613936	0.13899927
a18	0.12602834	0.10712054	0.26153407	0.2723149	0.23300216
a31	0.13846752	0.1328939	0.18345353	0.26659954	0.2785855
a13	0.1734275	0.16875665	0.2104334	0.22526927	0.22211313
a31	0.1930333	0.19202998	0.19950774	0.20590997	0.20951898
a46	0.19528344	0.19422907	0.20792268	0.20522992	0.1973349
a8	0.19954434	0.19940136	0.20069365	0.20043758	0.19992305
</S>	0.1998761	0.19984183	0.20008299	0.20010391	0.20009513
