 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.12322691	0.12797034	0.13100533	0.14367715	0.092032604	0.090561844	0.09352234	0.1074656	0.09053795
a28	0.05321258	0.044118684	0.2506597	0.10325627	0.05344105	0.03676672	0.075617984	0.32712328	0.055803794
a37	0.07292802	0.047846254	0.2231509	0.12340757	0.07246507	0.04959081	0.07162955	0.28247994	0.056501843
a20	0.1002035	0.05277837	0.222078	0.13386887	0.07107383	0.056258567	0.07129705	0.23641464	0.05602721
a37	0.10240337	0.04246427	0.2402981	0.14177182	0.05977527	0.047671612	0.08047765	0.24262303	0.04251486
a24	0.06461101	0.020133773	0.3289891	0.093084544	0.027221678	0.02066008	0.06464188	0.3615516	0.019106334
a21	0.042934865	0.018799758	0.36352912	0.0763008	0.02719759	0.021156447	0.0551334	0.37361497	0.021333061
a28	0.034716595	0.016277725	0.39037994	0.06887172	0.022752529	0.019492315	0.047338963	0.37929264	0.020877538
a24	0.037554197	0.02684845	0.3330227	0.09561822	0.039401054	0.034989476	0.06894061	0.32240358	0.041221723
a31	0.040792182	0.028393906	0.27714145	0.11615051	0.054975756	0.048643973	0.11759083	0.2580367	0.058274657
a20	0.045137666	0.039402913	0.22354026	0.10913096	0.07754937	0.068452	0.10940492	0.23695517	0.09042676
a24	0.05928973	0.057120204	0.18593349	0.11559098	0.08372216	0.07395599	0.11044115	0.19667391	0.117272325
a20	0.061264724	0.05868597	0.18927544	0.110843554	0.08163714	0.07255736	0.11020325	0.19879918	0.11673334
a33	0.070503116	0.06902846	0.14891367	0.12176504	0.0951902	0.08548653	0.11532086	0.15744665	0.13634545
a20	0.09729052	0.09693356	0.12509774	0.1120045	0.102801375	0.1004485	0.11007939	0.13205604	0.12328836
a31	0.1035918	0.10349491	0.11822046	0.111842506	0.106436305	0.10514211	0.110295475	0.12256231	0.1184141
a3	0.106671594	0.106564365	0.116369255	0.11093235	0.108067945	0.10744232	0.110400565	0.11900044	0.11455118
a20	0.10868218	0.10862838	0.113565564	0.11122746	0.10955581	0.10914368	0.11079245	0.11500388	0.113400616
</S>	0.10839398	0.10837736	0.113419555	0.11146749	0.10942783	0.10893844	0.110784546	0.11515829	0.11403247
