 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.022196198	0.094179995	0.092811905	0.04090286	0.083075576	0.09151806	0.11510739	0.12168035	0.121007755	0.121603966	0.095915996
a23	0.018215246	0.08022166	0.06529242	0.02818551	0.042874243	0.048657488	0.06866387	0.20954989	0.1620129	0.2149815	0.061345283
a31	0.03286255	0.08372773	0.08641254	0.044745546	0.06770668	0.078565456	0.10526627	0.13875644	0.13359736	0.15851851	0.06984082
a23	0.02964922	0.06792772	0.062160987	0.03455326	0.04481511	0.052169822	0.07915918	0.18224286	0.16578802	0.22383235	0.05770151
a10	0.024064131	0.08117594	0.083882906	0.037497878	0.06541491	0.07724846	0.1020528	0.14592488	0.13794574	0.17491928	0.06987302
a31	0.014693493	0.073338926	0.06882652	0.02598497	0.04996453	0.0606057	0.08618494	0.17640106	0.16029298	0.2231509	0.060556058
a37	0.0030327018	0.08414539	0.0580559	0.006424554	0.023661306	0.03899861	0.0861497	0.22187923	0.20069027	0.2281695	0.048792936
a27	0.0024401078	0.052600488	0.04257771	0.0028260201	0.0110552935	0.020663297	0.08228054	0.25717175	0.23145661	0.27887553	0.018052697
a31	0.0037111407	0.027749142	0.025717864	0.003992174	0.008069286	0.012699098	0.05765112	0.28257683	0.23993416	0.32798934	0.009909808
a44	0.0035412954	0.027923232	0.02425843	0.0037262724	0.0071757394	0.011762534	0.055727977	0.2911547	0.24293926	0.32148573	0.010304848
a23	0.005619843	0.02402048	0.024656482	0.005963689	0.01000657	0.013657876	0.04938652	0.30602542	0.22810128	0.3224205	0.010141366
a37	0.01123459	0.02868547	0.02988738	0.011874945	0.016230498	0.019910825	0.045489028	0.3513678	0.18906172	0.28048402	0.015773822
a38	0.010792492	0.029339142	0.030673461	0.011599758	0.016617008	0.020684559	0.048088264	0.34409025	0.19201209	0.28004268	0.016060293
a46	0.014022379	0.034783855	0.037038002	0.0152137475	0.021864971	0.02690484	0.05711512	0.3336542	0.18506189	0.2535872	0.020753851
a31	0.015073749	0.035752583	0.038473994	0.016391939	0.02353489	0.02890288	0.06002094	0.32892582	0.18326056	0.24732319	0.022339443
a28	0.011392029	0.026342344	0.0279048	0.01205721	0.016589772	0.020531077	0.049850408	0.34309614	0.19633351	0.2795105	0.016392207
a31	0.020976027	0.036349013	0.037744377	0.021685606	0.026198983	0.030141518	0.055283617	0.34978172	0.16650003	0.22985406	0.025485061
a14	0.012024906	0.02337326	0.022655495	0.012242908	0.014718077	0.017027467	0.040056713	0.35979757	0.19537537	0.28751665	0.015211656
a31	0.017597709	0.031734172	0.02779967	0.017669508	0.019455802	0.021028168	0.036771644	0.36955157	0.1694275	0.26852465	0.020439608
a20	0.0260252	0.039546136	0.034936816	0.02609541	0.027554361	0.02904671	0.042008653	0.36479247	0.14810982	0.23307575	0.02880863
a31	0.027576128	0.045551974	0.03799594	0.027590806	0.02893075	0.030485634	0.042926535	0.34484333	0.14561579	0.23732981	0.031153256
a20	0.046078183	0.059596006	0.053861607	0.04612959	0.047255166	0.0484363	0.05786931	0.28849956	0.12543067	0.17856736	0.048276242
a31	0.03926606	0.057748746	0.048857816	0.03926943	0.040395882	0.041794345	0.05223899	0.29939514	0.13225925	0.2060376	0.042736743
a20	0.06422136	0.07469721	0.069699354	0.064253464	0.06500969	0.06579128	0.07190805	0.20594075	0.11159511	0.14120112	0.06568256
a10	0.055657595	0.071758255	0.06318017	0.055654872	0.05646598	0.057508305	0.06498984	0.23085622	0.118689105	0.16687685	0.05836279
a31	0.07212103	0.08823471	0.079187244	0.072104886	0.07260223	0.07329807	0.07778841	0.1558653	0.10760433	0.12760909	0.07358476
a37	0.07997808	0.084584825	0.08234008	0.07999775	0.08035447	0.08071026	0.08349393	0.13679272	0.09987264	0.111261316	0.08061397
a38	0.07546666	0.08434379	0.07915934	0.075463496	0.07583866	0.07634613	0.079855435	0.14831702	0.10385042	0.1244777	0.07688135
</S>	0.08253432	0.09159962	0.08602961	0.08252371	0.08274409	0.08305863	0.08504289	0.117610365	0.098242246	0.10734369	0.083270825
