 	voglio	che	Maria	viene	domani	</S>
a33	0.36115217	0.28720027	0.077111565	0.11158259	0.07578936	0.08716404
a31	0.4258798	0.3225715	0.024995428	0.13399765	0.028037041	0.06451855
a11	0.3927442	0.30707854	0.031186698	0.15392768	0.032483086	0.08257985
a31	0.44157317	0.33891627	0.035626378	0.092018284	0.035460494	0.056405332
a18	0.545072	0.355342	0.0157177	0.050022874	0.014347992	0.019497536
a31	0.5575288	0.30040962	0.029861988	0.054410826	0.027308727	0.030479996
a42	0.6330329	0.28220645	0.014408037	0.043859433	0.012473713	0.0140195
a37	0.5072708	0.21435927	0.050997697	0.09923882	0.05903943	0.06909395
a31	0.26993233	0.19477496	0.090964414	0.17266749	0.11680479	0.15485606
a20	0.28078747	0.17569628	0.10547453	0.18800494	0.10855582	0.14148092
a31	0.20678888	0.17863685	0.14507279	0.17157578	0.14526041	0.15266526
a8	0.18686518	0.17039078	0.15904811	0.16424862	0.15902792	0.16041943
</S>	0.1752213	0.16817208	0.16396113	0.16466512	0.1639196	0.16406073
