 	non	sono	ancora	vestita	</S>
a31	0.29504043	0.07257741	0.2538258	0.23530462	0.14325163
a23	0.19058928	0.026411017	0.31819957	0.35926846	0.10553171
a31	0.19960682	0.026766934	0.3436258	0.29377288	0.13622755
a7	0.23610248	0.015685655	0.4022744	0.28040373	0.065533705
a31	0.301347	0.037359696	0.35691902	0.2223091	0.08206516
a13	0.28386894	0.015489668	0.40442693	0.25343573	0.042778738
a31	0.19402312	0.03360285	0.4201377	0.27436182	0.07787448
a37	0.19329444	0.042200636	0.39545652	0.28333202	0.08571631
a18	0.22785233	0.088467665	0.33334586	0.24683727	0.103496864
a31	0.21499605	0.16492797	0.23638111	0.210698	0.17299686
a46	0.20529029	0.19071493	0.20813361	0.20268206	0.19317915
a8	0.2025457	0.19675733	0.2037514	0.19990407	0.19704159
</S>	0.20040211	0.19958918	0.20023125	0.20006709	0.19971035
