 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.06711791	0.05166634	0.05654227	0.073449045	0.062992364	0.073920175	0.07483803	0.07427746	0.04859532	0.07240116	0.017301993	0.057839777	0.043925356	0.03176374	0.07167596	0.07449143	0.0472017
a11	0.071916685	0.020538026	0.044039667	0.14843418	0.040160548	0.07281686	0.17754093	0.12595947	0.012988739	0.027058918	0.007468553	0.012644911	0.011856655	0.013064876	0.06895683	0.12512054	0.019433603
a37	0.08833556	0.036368202	0.055048924	0.088620596	0.049285214	0.061361227	0.1449871	0.0868802	0.032472856	0.04485669	0.018952917	0.032567333	0.02812252	0.037990104	0.05879143	0.093063354	0.042295758
a28	0.07151605	0.044907767	0.054722223	0.07522301	0.053097602	0.061930027	0.12896873	0.07787455	0.04342134	0.050638393	0.024475146	0.043046	0.037829533	0.046848148	0.056463134	0.07968357	0.049354717
a31	0.06702582	0.046832733	0.05593507	0.0743579	0.05503018	0.063186474	0.12296106	0.07621503	0.045482762	0.052502614	0.025537899	0.045218665	0.039848894	0.04875845	0.056396678	0.07459345	0.05011634
a21	0.07135475	0.026234219	0.042439803	0.093122736	0.04460646	0.07137442	0.16845961	0.11646281	0.02410067	0.04092716	0.014685935	0.024233537	0.020624878	0.028479986	0.06379647	0.11588549	0.03321108
a31	0.06853986	0.03848106	0.05432974	0.08355175	0.05401428	0.07123753	0.15033968	0.09926593	0.034819793	0.048219875	0.016474186	0.035250586	0.02933656	0.03844967	0.05379155	0.084005326	0.039892633
a10	0.118213624	0.022810254	0.05135155	0.11919224	0.055941787	0.080119476	0.11704909	0.111754656	0.017368378	0.045362603	0.0046491176	0.016180841	0.012682889	0.015063551	0.07696541	0.108488314	0.026806252
a31	0.11753242	0.020695798	0.056924324	0.14011806	0.056284297	0.075394094	0.1111703	0.10033107	0.012058804	0.047266893	0.0010856952	0.014551548	0.007285787	0.0040121004	0.09426979	0.12708136	0.0139377145
a3	0.124423385	0.015689777	0.04912245	0.12922852	0.058769643	0.08099207	0.109402545	0.10509978	0.009683124	0.056205373	0.0010788757	0.01523887	0.005597917	0.0033484732	0.09614841	0.12989089	0.010079907
a28	0.08962479	0.014693203	0.042618245	0.16488318	0.053192683	0.08357763	0.13093194	0.1038265	0.007139382	0.043398287	0.0009997995	0.010933619	0.0049323374	0.0024065613	0.09744694	0.14259383	0.0068010213
a31	0.07309959	0.007898219	0.025881797	0.16848248	0.042583592	0.09448933	0.14328305	0.120847784	0.0047016772	0.047620986	0.001216532	0.007078228	0.00347592	0.0023517406	0.09005408	0.161968	0.0049670087
a20	0.07731778	0.007017016	0.02425873	0.14043438	0.048356675	0.10382942	0.14008047	0.12948063	0.0048151254	0.056269757	0.0014336526	0.0078070117	0.0033686783	0.0027027675	0.08722208	0.16060635	0.00499949
a0	0.078696795	0.01063119	0.031937245	0.17309313	0.04778684	0.08933107	0.14284304	0.11062814	0.005388854	0.042042486	0.0010812462	0.008478788	0.003906103	0.00213553	0.09373603	0.15292354	0.005359943
a20	0.06726132	0.0066266223	0.02204642	0.16105536	0.041444104	0.101215385	0.1486077	0.12779522	0.004125628	0.04685211	0.0014076735	0.006504196	0.003085651	0.0022494204	0.0855829	0.16995944	0.0041808533
a31	0.061313298	0.006497911	0.02045727	0.14344199	0.038557306	0.10564686	0.1560049	0.13900615	0.0042768503	0.052317414	0.0016560154	0.006784787	0.0032624535	0.002917382	0.07812705	0.17548628	0.004246204
a20	0.062385697	0.0067669237	0.021916067	0.13190663	0.05021468	0.11325131	0.15588835	0.14138392	0.00453319	0.056280226	0.0017226116	0.0075673587	0.0032131216	0.002953798	0.07688393	0.15842676	0.0047053616
a8	0.05443842	0.00602266	0.017667789	0.16870284	0.03824712	0.1091753	0.16978912	0.13407725	0.0038506603	0.040879916	0.0016431356	0.0057675485	0.0030277204	0.0022225527	0.072622985	0.16786791	0.0039971196
a31	0.028214704	0.0061866404	0.01432717	0.13326211	0.035948515	0.12393729	0.22337262	0.16740422	0.004153275	0.04081738	0.002700576	0.0061504366	0.003599625	0.003380398	0.050578684	0.15203165	0.0039346344
a10	0.024222607	0.0054997317	0.011406775	0.14658095	0.030647583	0.13244106	0.24097584	0.16537823	0.004002493	0.035850443	0.0028740729	0.005247317	0.003526148	0.0033412513	0.042026322	0.14188673	0.0040925024
a31	0.029288735	0.006097892	0.011273949	0.16428864	0.02309311	0.11994467	0.2669773	0.14449161	0.004325037	0.030894032	0.0029648321	0.0051745796	0.0038728507	0.0032782853	0.03652892	0.14294456	0.004560949
a18	0.015057503	0.006820045	0.010194413	0.1328035	0.020431448	0.12204756	0.34883258	0.16493976	0.005246685	0.024469431	0.0045444216	0.005841612	0.0049962713	0.0048414697	0.02282235	0.1008718	0.005239172
a31	0.02711013	0.006812513	0.011325565	0.15908538	0.019895552	0.113505855	0.30891255	0.1406539	0.0048540193	0.028465569	0.0036012593	0.0055149263	0.0044493307	0.0038665142	0.029971907	0.12685058	0.0051244707
a37	0.014624027	0.008896272	0.011655886	0.11161257	0.017870115	0.0973038	0.45154345	0.14180823	0.0072238846	0.019954504	0.0067376536	0.0076150405	0.0070619974	0.006944347	0.017172221	0.06476472	0.0072112097
a31	0.021556258	0.008609353	0.01192796	0.1249512	0.0170469	0.09654725	0.4120518	0.13792828	0.0064039095	0.02248143	0.0054697706	0.0067455205	0.0061305547	0.005670247	0.020769747	0.08912267	0.0065872753
a21	0.016314568	0.01161381	0.014129568	0.08841587	0.01760452	0.07188919	0.5314957	0.110341884	0.010096221	0.018808695	0.009765859	0.010374699	0.009988276	0.009902922	0.016146954	0.04302644	0.010084839
a28	0.022101618	0.011459214	0.014465154	0.096033685	0.017258527	0.076744385	0.47535786	0.1281157	0.008951099	0.021988003	0.00829172	0.009270584	0.008754954	0.008416166	0.018517537	0.06512915	0.009144714
