 	non	ho	cosa	è	da	mangiare	</S>
a31	0.20093033	0.18377012	0.13862297	0.0639598	0.068971954	0.2209754	0.12276949
a8	0.08286283	0.09177863	0.08692486	0.045317374	0.05033522	0.5264408	0.116340235
a31	0.12447802	0.13118523	0.1103495	0.04661311	0.05949262	0.39902505	0.12885654
a37	0.09895798	0.10565857	0.0699447	0.029376453	0.031841025	0.6132396	0.05098169
a20	0.0983774	0.09090205	0.054328457	0.03453909	0.030755319	0.6583676	0.032730155
a31	0.09665511	0.08351088	0.055171654	0.04164871	0.036873754	0.6478293	0.03831056
a17	0.072002836	0.0635874	0.040273998	0.028456978	0.03346992	0.72241646	0.03979243
a20	0.056160275	0.05151559	0.044519085	0.04088528	0.046543907	0.7010713	0.05930454
a31	0.08544428	0.08000578	0.0720171	0.06811716	0.08164049	0.4877505	0.1250248
a39	0.082345836	0.07371164	0.06404386	0.06091526	0.06615757	0.541299	0.11152678
a35	0.108199306	0.10225341	0.09425769	0.0911762	0.08857978	0.4024333	0.11310028
a39	0.12746696	0.124530405	0.12062772	0.11922682	0.12083687	0.24023618	0.14707504
a46	0.12971911	0.12845825	0.1268296	0.12633611	0.12805668	0.21182667	0.14877357
a35	0.13519464	0.13504882	0.13490053	0.13491389	0.1357773	0.17856248	0.14560243
a31	0.1380382	0.13800862	0.13798708	0.13802104	0.13853393	0.16515943	0.14425173
</S>	0.14189494	0.14186618	0.1418402	0.14183867	0.14192775	0.14756992	0.14306238
