 	non	mi	aspetti	che	non	vengo	</S>
a31	0.22245726	0.2385033	0.046391144	0.14301737	0.19181098	0.06844512	0.0893749
a37	0.14242397	0.25091872	0.016201926	0.19595003	0.2954805	0.047647223	0.05137761
a31	0.16166073	0.3411121	0.022867262	0.15653	0.18528809	0.05773202	0.07480982
a24	0.17950739	0.40904307	0.010993685	0.14240588	0.21655476	0.018674776	0.02282052
a46	0.2153196	0.47294524	0.016497385	0.091601685	0.1637008	0.019251732	0.020683479
a31	0.18502262	0.46737003	0.040429093	0.0889205	0.13416892	0.041975085	0.042113684
a1	0.13968977	0.5074851	0.0210265	0.10397744	0.16396508	0.032731105	0.031125015
a31	0.10674767	0.25947762	0.061960902	0.16008066	0.18469098	0.11827024	0.10877196
a20	0.12843022	0.28440967	0.067473955	0.12531275	0.22041982	0.09381586	0.080137774
a41	0.14447847	0.21071197	0.11411422	0.13279435	0.16347946	0.11887941	0.1155421
a31	0.14050613	0.14882484	0.13608758	0.14046797	0.15730959	0.13933901	0.1374648
</S>	0.14274614	0.14638321	0.14122923	0.1422137	0.144483	0.1415867	0.14135805
