 	credo	che	stanno	ancora	svegli	</S>
a31	0.19207327	0.12671989	0.13580589	0.19057436	0.21392691	0.1408997
a20	0.24117032	0.060495887	0.07343501	0.21240884	0.34590387	0.06658613
a21	0.22483107	0.085783005	0.123192444	0.18270679	0.24674946	0.13673727
a31	0.20971476	0.119902536	0.14709659	0.16726737	0.20073637	0.1552824
a37	0.29314885	0.061285265	0.0898256	0.17948864	0.2747567	0.10149488
a31	0.30019736	0.06264376	0.084917426	0.18189535	0.28387958	0.08646655
a13	0.30040318	0.0601624	0.10645755	0.21548788	0.24858816	0.06890083
a31	0.3217979	0.021421036	0.0445199	0.23323992	0.3483737	0.030647544
a20	0.306531	0.023092756	0.04419106	0.24258398	0.35265929	0.030941904
a31	0.2561275	0.02502194	0.036195375	0.23072529	0.43088028	0.021049703
a39	0.2702295	0.019833518	0.028861588	0.18927988	0.46954757	0.022247933
a18	0.27975166	0.029157966	0.037004307	0.18879336	0.4426514	0.022641217
a33	0.2728383	0.025359234	0.03264988	0.16710684	0.4771769	0.024868855
a39	0.2240532	0.047990944	0.05765143	0.18373115	0.43679014	0.049783044
a31	0.22534369	0.05725676	0.06951109	0.19093096	0.39639375	0.06056366
a39	0.25176418	0.026169118	0.032028176	0.16732791	0.49206287	0.030647706
a33	0.25722918	0.06084594	0.06499679	0.1612276	0.39733234	0.058368184
a8	0.21411246	0.10427806	0.110198304	0.18475837	0.28095627	0.10569655
a31	0.2026733	0.11457389	0.12059885	0.1851131	0.2582288	0.118812054
a7	0.2256497	0.10818633	0.11174493	0.16774392	0.2756323	0.11104283
a31	0.19784756	0.13914642	0.14121547	0.16991958	0.21143988	0.14043105
a3	0.22547935	0.12542601	0.12727678	0.16152224	0.2334181	0.12687747
a31	0.19647191	0.15312071	0.1536551	0.16433743	0.17975663	0.15265824
a13	0.20082125	0.14987774	0.15048334	0.162775	0.18600887	0.15003379
a20	0.18957415	0.15948527	0.15957981	0.1636186	0.16895537	0.15878677
a7	0.19145398	0.15918496	0.15929633	0.1638514	0.16810541	0.15810785
a35	0.18529885	0.15817587	0.1586704	0.16627617	0.17384893	0.15772977
a31	0.17000952	0.15506147	0.15655781	0.17246312	0.18963133	0.15627679
a20	0.16906106	0.16348732	0.16374868	0.16729355	0.17266889	0.16374046
a31	0.16914698	0.16484277	0.16499619	0.16692983	0.16917482	0.16490938
</S>	0.16845618	0.16568801	0.16573137	0.16651365	0.16790055	0.16571026
