 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	0.058141816	0.04358248	0.03167872	0.06328138	0.06550702	0.069183305	0.090377696	0.08788161	0.09072941	0.09150836	0.07212296	0.09012047	0.08953154	0.056353178
a27	0.060078386	0.034934204	0.026644628	0.09288524	0.04569314	0.029720185	0.08679943	0.03761001	0.05074934	0.112566955	0.047120485	0.14642374	0.1855534	0.043220814
a20	0.059153903	0.042787526	0.04120893	0.078921326	0.061945427	0.05111322	0.07075968	0.04530208	0.050753165	0.09519643	0.04963459	0.13486184	0.15486506	0.063496865
a31	0.055718042	0.043336734	0.04306383	0.074427135	0.06392993	0.056366064	0.071774706	0.049388755	0.054370288	0.09370404	0.052975073	0.12912999	0.1429681	0.068847306
a37	0.053261716	0.03150777	0.02787184	0.072136134	0.045395296	0.034575056	0.085077874	0.04166369	0.055680417	0.11662036	0.055635482	0.14866017	0.17610775	0.055806454
a31	0.051645447	0.032037776	0.027848182	0.07191146	0.051957853	0.039441966	0.08112973	0.038525946	0.048070516	0.11379425	0.04895809	0.15728007	0.1860697	0.051328976
a27	0.057197746	0.024784323	0.016931366	0.09090616	0.0446444	0.030811477	0.10113683	0.041269056	0.056185875	0.12011839	0.054335937	0.14410658	0.166554	0.051017806
a37	0.037138402	0.012461905	0.0071442174	0.07622671	0.044225	0.03100639	0.10406238	0.043074574	0.060185548	0.13652024	0.049279556	0.16968942	0.19727017	0.031715456
a31	0.020263335	0.0068623284	0.0049189837	0.0583625	0.039101735	0.030438323	0.11224106	0.04805699	0.067657836	0.15427403	0.03713472	0.19084686	0.21312433	0.016717073
a22	0.029418247	0.008106816	0.0051319115	0.07670785	0.04477143	0.031980135	0.11436754	0.053456925	0.07347417	0.14061728	0.04356994	0.16598628	0.19369031	0.018721156
a31	0.027046798	0.008681486	0.005894811	0.06924402	0.03702673	0.026442112	0.116314225	0.055060223	0.0783955	0.14893071	0.04142851	0.1680161	0.20210911	0.015409644
a20	0.02053751	0.0067167296	0.00487102	0.061028358	0.037762366	0.027813876	0.121082515	0.05267249	0.07453209	0.15542479	0.03473907	0.18140383	0.20698397	0.014431302
a31	0.026847988	0.008198575	0.005578431	0.07283239	0.039561905	0.028146086	0.118961915	0.0570347	0.079572156	0.1456429	0.039262388	0.16502978	0.19796549	0.015365254
