 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.14002852	0.087962024	0.118287176	0.13244228	0.1733979	0.025730753	0.11241697	0.13450825	0.075226136
a29	0.14301299	0.05647714	0.12431013	0.14079522	0.18809871	0.007901954	0.08853222	0.16918042	0.081691206
a31	0.13291718	0.10167395	0.12506184	0.12428332	0.13280515	0.024029056	0.11673607	0.12666798	0.11582545
a20	0.1818253	0.075603925	0.12089194	0.11510426	0.15630604	0.021839326	0.09136163	0.14446324	0.092604324
a31	0.18849933	0.08735542	0.13054669	0.12642078	0.16721088	0.008023221	0.08744809	0.12308911	0.081406444
a28	0.23497194	0.060978975	0.13929266	0.13182239	0.16679753	0.0017795004	0.069241464	0.1573457	0.03776979
a3	0.23023838	0.030920833	0.11960554	0.14241977	0.20354034	0.0017079669	0.06316478	0.19149226	0.016910102
a35	0.2460487	0.021804769	0.08998898	0.13203783	0.28146547	0.0034732337	0.042926192	0.16608714	0.016167738
a31	0.17817812	0.0319356	0.08734878	0.14575212	0.3603754	0.009168965	0.047243454	0.11317195	0.026825653
a20	0.17687874	0.017764086	0.0827966	0.14945334	0.36492226	0.0055189123	0.041480243	0.14102913	0.02015663
a31	0.109349735	0.023842387	0.06363915	0.11378506	0.5236672	0.012047191	0.034470998	0.09397912	0.025219165
a28	0.08796412	0.023591263	0.053957693	0.10532843	0.5733857	0.014701276	0.03312997	0.081522256	0.026419273
a13	0.10909524	0.033801854	0.057390034	0.090040885	0.5591602	0.020202471	0.0318762	0.07219405	0.02623909
a41	0.09377804	0.059607558	0.087631	0.12903196	0.3937764	0.041200038	0.05649909	0.08619499	0.05228098
a28	0.08529353	0.061392687	0.09285406	0.13628002	0.339056	0.051021766	0.07051113	0.095164	0.068426855
a31	0.09288192	0.070537515	0.104296334	0.14960891	0.23984945	0.062071353	0.08534249	0.111726396	0.083685584
a20	0.101880126	0.090008095	0.09547162	0.10902303	0.23078969	0.08871919	0.09232747	0.10027386	0.091506965
a31	0.117156886	0.10670188	0.11009339	0.11246113	0.12921268	0.105346665	0.10596476	0.10725862	0.10580403
a24	0.11207788	0.10989504	0.110531025	0.111108914	0.1168817	0.10966645	0.10983539	0.11021756	0.10978606
a46	0.1128642	0.11005366	0.11079977	0.11105832	0.11573969	0.10975263	0.109851174	0.110080615	0.10979992
</S>	0.11146812	0.11083725	0.11101514	0.11114689	0.11227201	0.110771395	0.11080733	0.11088383	0.11079807
