 	lo	posso	finire	di	fare	</S>
a20	0.35559943	0.068461314	0.06656352	0.20018032	0.15915015	0.15004519
a31	0.5312374	0.029862078	0.03175741	0.16758452	0.13312645	0.10643209
a46	0.42986035	0.03846074	0.04406621	0.20110582	0.15928328	0.12722361
a31	0.66604	0.016241075	0.018005624	0.1497606	0.086630404	0.06332234
a41	0.7725345	0.015293469	0.016609067	0.095062084	0.05975993	0.040741097
a18	0.8185558	0.01369368	0.014335853	0.076037794	0.050387345	0.026989544
a7	0.8299067	0.011747355	0.012426733	0.07655096	0.04278863	0.026579605
a41	0.803243	0.016180756	0.015950391	0.07407577	0.04624026	0.044309832
a31	0.7095261	0.037193432	0.036870923	0.06310975	0.06356352	0.089736156
a0	0.4883054	0.09173618	0.09171872	0.10157152	0.1000394	0.12662876
a31	0.24733302	0.14709781	0.14709927	0.14960334	0.14937648	0.15949
a39	0.21211779	0.15659955	0.156619	0.15914117	0.15734541	0.1581771
a46	0.17210005	0.16542399	0.16543522	0.16588163	0.16552047	0.16563857
</S>	0.16776107	0.16641326	0.16641483	0.16648802	0.16643526	0.16648759
