 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.08232185	0.065780245	0.047914594	0.09010324	0.09174561	0.11350669	0.12477786	0.07452467	0.119815215	0.1209045	0.06860564
a20	0.10205842	0.063434646	0.046607554	0.12239202	0.061926726	0.05698374	0.1189867	0.042195763	0.13828774	0.18983455	0.05729212
a31	0.092845276	0.06665498	0.055520214	0.10732356	0.08554685	0.08008945	0.09872435	0.05417246	0.12230971	0.15689471	0.079918444
a39	0.091176726	0.058066513	0.04830672	0.09831718	0.06656505	0.06293585	0.111303926	0.049797695	0.1468289	0.19619082	0.07051056
a31	0.0889959	0.06495015	0.057927795	0.10198831	0.08159342	0.07603222	0.100129105	0.054148387	0.12810758	0.1662577	0.07986943
a46	0.08586246	0.051792275	0.042739224	0.09337041	0.058924392	0.05773344	0.12556332	0.051767327	0.15522644	0.2122083	0.06481246
a37	0.076355174	0.057308815	0.05207626	0.099800475	0.081026234	0.07467157	0.105529025	0.0521549	0.13820949	0.18908563	0.07378238
a31	0.07229931	0.05919731	0.05411272	0.10059572	0.08687333	0.08197015	0.10482444	0.05143175	0.13510062	0.17470548	0.078889124
a13	0.08492197	0.03936575	0.025928305	0.11098164	0.051606305	0.05878408	0.14541772	0.049236786	0.16140652	0.20949332	0.06285755
a11	0.05249427	0.020598432	0.010898341	0.09912507	0.05596551	0.06566648	0.16549194	0.023696031	0.20615119	0.27275902	0.027153704
a31	0.03232857	0.013714909	0.009220159	0.086447954	0.052768756	0.07643045	0.18628567	0.012958294	0.222637	0.2920093	0.015198986
a20	0.05675218	0.015308842	0.007616465	0.11533831	0.053036433	0.07649766	0.18955608	0.022099543	0.19292335	0.2500119	0.020859195
a31	0.038465314	0.013060596	0.008342756	0.093159854	0.043232966	0.071709394	0.21022744	0.015918728	0.20983113	0.28119135	0.01486042
a41	0.041434415	0.013317984	0.008276363	0.097502366	0.042879414	0.07506109	0.21642724	0.017541496	0.2049902	0.26632538	0.016244067
a31	0.03465416	0.01361303	0.009409521	0.08697838	0.041805256	0.070923306	0.21586902	0.015191828	0.21235016	0.28471148	0.014493849
a24	0.038500093	0.01414309	0.009463639	0.08982429	0.03919011	0.07272006	0.22756104	0.017185127	0.20982452	0.26527458	0.01631347
a31	0.045141887	0.016742937	0.01067749	0.09058581	0.04246912	0.06763395	0.20641765	0.017400812	0.21475574	0.27252418	0.015650429
a10	0.03596322	0.014949117	0.010557389	0.08506123	0.03888542	0.072861426	0.22965716	0.017335596	0.21235426	0.26547545	0.016899744
a31	0.04873658	0.018392414	0.0122057665	0.08125424	0.03281365	0.06999135	0.26634127	0.021842934	0.20276006	0.22635376	0.019307986
a46	0.038622893	0.023128586	0.018491479	0.072594896	0.03709935	0.07125382	0.27772582	0.021991195	0.18968837	0.22747232	0.021931348
a20	0.041818615	0.018555019	0.01335749	0.07463281	0.034932017	0.070240185	0.25403184	0.020438356	0.21166581	0.24101904	0.01930883
a46	0.04545042	0.030049786	0.02466282	0.07303891	0.039767716	0.07024289	0.28809798	0.025982087	0.17181034	0.20515144	0.025745576
a31	0.04829358	0.03596866	0.030662933	0.09665813	0.05786552	0.09522267	0.25948194	0.029923854	0.13982408	0.1752493	0.03084937
a7	0.041410238	0.025489084	0.021238852	0.07560408	0.042915445	0.08294738	0.25804505	0.024995126	0.18213825	0.21986169	0.0253548
a31	0.06221864	0.047576893	0.041987214	0.09091011	0.061154675	0.0994422	0.25655144	0.04191557	0.12154471	0.13479944	0.04189912
a39	0.048172604	0.033666644	0.029490491	0.073843196	0.04752951	0.087588005	0.27091107	0.032442745	0.1588649	0.18478003	0.03271078
a31	0.062282674	0.046532683	0.040015545	0.076450065	0.051074408	0.08171825	0.26674291	0.04097033	0.13794437	0.15534584	0.04092296
a15	0.06726088	0.053401407	0.04859721	0.07780145	0.058353998	0.08614416	0.25123212	0.04988776	0.122266084	0.13505328	0.050001696
a20	0.07718193	0.062641166	0.056826096	0.08279938	0.06388708	0.08583341	0.22393402	0.057029817	0.11187766	0.12103514	0.0569543
a35	0.09017615	0.07534995	0.06766549	0.095093	0.07253175	0.082479045	0.17458636	0.06575644	0.10120463	0.109390296	0.06576685
a28	0.084132664	0.073029384	0.0690492	0.10058767	0.08018839	0.09039491	0.18147226	0.06761594	0.089669295	0.0954106	0.06844972
a31	0.08555556	0.07437215	0.07029067	0.106849544	0.08374837	0.08821453	0.16354965	0.068368204	0.089743	0.09942336	0.069885015
a0	0.064088814	0.05856476	0.05745908	0.07822515	0.06890475	0.09988338	0.24668604	0.05842728	0.10257058	0.10664786	0.058542218
a31	0.08864713	0.084048524	0.082901955	0.09042052	0.08554618	0.09082	0.13171326	0.08270042	0.08990169	0.090529636	0.08277069
a20	0.08263079	0.07968783	0.07904938	0.084944256	0.08188333	0.09123998	0.15456419	0.07941041	0.09288071	0.0942834	0.079425745
a41	0.09215531	0.087295316	0.08605741	0.09037638	0.086906485	0.08979436	0.111985296	0.08593522	0.09138361	0.09218921	0.085921474
a39	0.09289591	0.08942823	0.08855818	0.09178337	0.08914898	0.09014324	0.09941353	0.08836237	0.09075935	0.0911339	0.08837289
a31	0.09469776	0.090109415	0.08890485	0.09367215	0.08972849	0.089753784	0.09422636	0.088533565	0.09058149	0.09120056	0.08859159
</S>	0.088437885	0.0876878	0.08752961	0.08919103	0.08835779	0.09095217	0.11024816	0.08760852	0.091032915	0.09133998	0.08761414
