 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.12026432	0.13320768	0.13543059	0.13062662	0.16650037	0.097975284	0.12311628	0.09287887
a20	0.07458153	0.07540403	0.20005934	0.18213548	0.2878967	0.048227306	0.10377431	0.027921345
a11	0.0744815	0.07977786	0.17938524	0.15990703	0.33376172	0.04194441	0.09024357	0.040498644
a10	0.060398728	0.07685078	0.1829138	0.15404929	0.36208147	0.03645984	0.08709692	0.040149182
a39	0.06579894	0.079662	0.18254718	0.15719385	0.37693116	0.02708575	0.084262684	0.026518477
a7	0.045298796	0.06967261	0.1915874	0.16134481	0.43008807	0.015192272	0.071818426	0.014997539
a37	0.025675533	0.048585154	0.20135161	0.17026974	0.48109835	0.0115414355	0.04912124	0.012356973
a8	0.015535953	0.025291981	0.22256479	0.17382582	0.5143745	0.0106116105	0.026620759	0.011174609
a18	0.015023873	0.022230212	0.22095802	0.16615272	0.51289225	0.015301484	0.030456126	0.016985334
a46	0.017832631	0.024834467	0.22500473	0.16828446	0.48579416	0.019698769	0.03634845	0.022202345
a31	0.021473864	0.026844583	0.2212714	0.17725657	0.44652516	0.027399588	0.04757792	0.03165094
a18	0.025323523	0.030328784	0.21591978	0.17133464	0.42945632	0.03330207	0.056041934	0.038292997
a24	0.041131783	0.045638513	0.21834043	0.18759987	0.31531	0.04897342	0.08636957	0.05663644
a28	0.03983398	0.044557605	0.23487099	0.2107556	0.28048652	0.04690064	0.08713811	0.055456515
a31	0.05865632	0.061621506	0.1900104	0.16767925	0.23836495	0.07302818	0.124867514	0.085771844
a20	0.07726874	0.079049304	0.17385468	0.1550148	0.19253863	0.08661439	0.13976434	0.09589519
a31	0.10302295	0.1044167	0.14529142	0.13600037	0.15377375	0.10604733	0.1414599	0.10998759
a3	0.10917355	0.11009989	0.14150608	0.13328941	0.14559315	0.11115844	0.13560274	0.11357672
a31	0.119423136	0.1198304	0.13035274	0.12773643	0.1318729	0.12003023	0.12986816	0.120886
a20	0.12023133	0.120766334	0.13155453	0.12828986	0.13284992	0.12044927	0.12507948	0.12077933
a31	0.12370291	0.12395271	0.12634987	0.12566279	0.12768738	0.123739205	0.12507553	0.12382959
</S>	0.12265331	0.12346331	0.12758638	0.12596269	0.13228385	0.122544624	0.12299612	0.12250971
