 	lo	sentii	ee	che	arrivava	</S>
a15	0.1796416	0.13820152	0.19153868	0.14034615	0.19271682	0.1575552
a31	0.12848708	0.12145581	0.21316569	0.10913428	0.23920327	0.18855388
a46	0.14213528	0.14614987	0.19284843	0.11495232	0.22948621	0.17442785
a8	0.107786834	0.1020441	0.23543288	0.10922389	0.24331026	0.20220211
a31	0.09995246	0.09065414	0.24146585	0.11202644	0.24599014	0.20991096
a23	0.10163773	0.095039755	0.2343963	0.09065668	0.28882062	0.18944897
a8	0.097373314	0.07376378	0.26077604	0.08805121	0.28722015	0.19281553
a38	0.092881285	0.049823444	0.30315763	0.065148	0.34425548	0.14473417
a20	0.079410136	0.03677971	0.32690024	0.055816844	0.3982849	0.102808125
a28	0.055775926	0.028500305	0.33071154	0.046646927	0.46654305	0.07182231
a20	0.04314258	0.02719755	0.3200659	0.043776304	0.5002733	0.06554434
a23	0.042248458	0.02770395	0.3224047	0.041017767	0.4996943	0.06693085
a31	0.044941813	0.030300632	0.3224269	0.04250244	0.48834568	0.07148252
a29	0.036650244	0.02532103	0.32241088	0.037227627	0.51375175	0.06463841
a33	0.0576021	0.03562774	0.33336347	0.044434655	0.4474972	0.08147479
a29	0.05122712	0.03954777	0.30715853	0.054589063	0.45780513	0.08967242
a27	0.06550062	0.05179769	0.3007582	0.06181577	0.41666338	0.103464305
a46	0.062377848	0.05097186	0.2962101	0.06524885	0.4178135	0.10737787
a20	0.07230013	0.06184781	0.2861918	0.073985524	0.3866272	0.11904756
a31	0.085841164	0.07771589	0.2716759	0.088197984	0.34106037	0.13550875
a7	0.08104703	0.07365909	0.27079672	0.08949564	0.3459906	0.13901095
a1	0.10173775	0.09274188	0.26209286	0.098870665	0.30368182	0.14087506
a20	0.10380113	0.09857738	0.25150493	0.108629376	0.27873498	0.15875214
a31	0.106483504	0.10331952	0.24684039	0.11450488	0.26017836	0.16867338
a20	0.113691114	0.11014609	0.23998427	0.11947694	0.25172415	0.16497745
a31	0.134017	0.13205895	0.22567551	0.13565746	0.20900881	0.16358224
a23	0.13693765	0.13517506	0.2215402	0.13858259	0.2048937	0.16287087
</S>	0.15405877	0.15330184	0.1971494	0.15417415	0.17848472	0.16283116
