 	mi	si	gonfiò	il	dito	</S>
a41	0.3613595	0.26519543	0.06668008	0.16749823	0.0568002	0.08246655
a20	0.30626523	0.21427515	0.031078836	0.32872438	0.027432464	0.092223965
a39	0.27905723	0.22670412	0.042406913	0.28320897	0.04704666	0.12157606
a31	0.33619702	0.25640345	0.036952112	0.22980922	0.05013199	0.09050615
a37	0.46899045	0.24216494	0.035300605	0.13316627	0.054031998	0.066345826
a21	0.51577	0.22956985	0.040243953	0.10402093	0.052203406	0.05819183
a38	0.49775907	0.25501853	0.041428637	0.10264614	0.048397385	0.0547503
a18	0.54255265	0.19544926	0.04410221	0.09251488	0.060304884	0.06507611
a46	0.5379702	0.1378466	0.048692927	0.106590174	0.08027487	0.08862528
a31	0.42787275	0.112632655	0.062829025	0.1456473	0.10812902	0.14288922
a20	0.2656355	0.11580293	0.093205065	0.18539904	0.12903082	0.21092665
a46	0.20971191	0.13409482	0.12370435	0.17346017	0.13657674	0.22245191
a31	0.17929372	0.15094946	0.14683989	0.16854316	0.15199758	0.20237619
a8	0.17061742	0.15967092	0.15814467	0.16709359	0.16029349	0.18417992
a31	0.16884668	0.16537769	0.16494407	0.16638324	0.16525564	0.16919269
</S>	0.167391	0.16606042	0.1658868	0.1665843	0.16604559	0.16803186
