 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.07416992	0.06868058	0.049315415	0.07775071	0.078739055	0.094846435	0.10950469	0.10930636	0.10944355	0.109217666	0.0708136	0.048211977
a10	0.045443088	0.03708648	0.024997817	0.119889654	0.07726054	0.06573876	0.17700034	0.13965777	0.15179151	0.1222531	0.022337906	0.016543023
a20	0.05029556	0.041978225	0.034117907	0.096340775	0.06076433	0.055726904	0.18817142	0.1381819	0.15970904	0.11675601	0.033370808	0.024587087
a31	0.054656826	0.046354465	0.039759982	0.08311753	0.061271984	0.058462147	0.17725246	0.1326047	0.1589554	0.11099902	0.042942785	0.033622682
a20	0.04490227	0.035484407	0.025828786	0.11441659	0.077218026	0.071068965	0.1671109	0.1409595	0.15343122	0.121365	0.02815468	0.020059567
a31	0.041543413	0.035092264	0.026599549	0.095880054	0.069787286	0.070332006	0.17089984	0.14512709	0.17163529	0.12838432	0.02591485	0.018804083
a17	0.044161495	0.034307122	0.022610527	0.116978355	0.08813993	0.08538132	0.14567457	0.13204549	0.15320648	0.13376841	0.025788816	0.017937455
a31	0.04303395	0.028764393	0.013160769	0.118546	0.086972505	0.09068962	0.14547749	0.13126266	0.1569123	0.15626034	0.01985152	0.00906842
a26	0.037127167	0.02406108	0.008734292	0.10343307	0.07869147	0.095694974	0.15209542	0.1396178	0.16722333	0.17328495	0.014681737	0.0053547285
a23	0.046057444	0.030141786	0.011161724	0.119025566	0.08227996	0.09024508	0.14890373	0.13156322	0.15520369	0.16259092	0.016794339	0.006032541
a31	0.012614147	0.010182679	0.0055300156	0.048607703	0.04633131	0.079515345	0.19074279	0.17912564	0.20694874	0.2113963	0.0056960224	0.0033092264
a20	0.02319368	0.015739856	0.0064602406	0.07891372	0.064862914	0.093440786	0.16865076	0.15535834	0.18804234	0.192872	0.008514319	0.0039510285
a31	0.018441962	0.012924251	0.0059127845	0.069128074	0.056772936	0.08775494	0.1767147	0.16218624	0.1967452	0.20343626	0.006541029	0.003441687
a41	0.016088925	0.011424473	0.0054489984	0.060983628	0.054754056	0.08831978	0.18005222	0.16716792	0.2011957	0.20490117	0.006188758	0.0034743103
a35	0.015700303	0.011112598	0.0053774356	0.06103459	0.05388161	0.087107174	0.18190348	0.16781196	0.20227134	0.20483975	0.0056862514	0.0032735527
a24	0.009919063	0.008808328	0.0056291264	0.035034616	0.03538966	0.064090624	0.21880352	0.20046966	0.22311457	0.19010495	0.005183305	0.0034525315
a31	0.01678753	0.014251078	0.007983914	0.046497423	0.043839756	0.072854266	0.21791297	0.19033623	0.21526435	0.16122712	0.008360935	0.004684384
a3	0.018177459	0.014015096	0.0058423155	0.06524744	0.06476576	0.09648521	0.18019013	0.16892038	0.19094622	0.18255892	0.008835629	0.0040154373
a31	0.009466682	0.008981667	0.0064045414	0.029428016	0.030178698	0.052569885	0.24244004	0.21213163	0.23544925	0.16314882	0.005731982	0.004068671
a35	0.010459248	0.008115657	0.004512543	0.042008683	0.045166668	0.08040195	0.20526777	0.18947008	0.21620844	0.19049557	0.00469977	0.003193623
a24	0.008500239	0.0077736364	0.005788475	0.024497258	0.027804269	0.049261678	0.260474	0.21999441	0.24461983	0.14237706	0.0048653563	0.0040437835
a31	0.01040751	0.0098443385	0.007243828	0.029150117	0.030943701	0.051035155	0.25881654	0.21374358	0.23876916	0.13893318	0.0062568113	0.004856068
a7	0.008946337	0.007469231	0.0046236888	0.033881277	0.03791993	0.06994331	0.23329127	0.20803167	0.22496337	0.16267045	0.0047475263	0.0035119513
a31	0.0096563455	0.009244749	0.0077144615	0.021442432	0.025130738	0.03770221	0.29044217	0.2236798	0.25014025	0.112638086	0.0064016995	0.0058071343
a28	0.0077190953	0.0066894544	0.0050676777	0.01949059	0.023732498	0.04610295	0.27110165	0.22654025	0.24897046	0.13611189	0.004480516	0.003992934
a38	0.008225426	0.0075837714	0.0066049546	0.01451967	0.01715989	0.029668951	0.3025075	0.22813576	0.26923567	0.10641121	0.0050946055	0.0048526493
a31	0.009453378	0.009218724	0.008225728	0.01810444	0.02181143	0.029425057	0.3152409	0.2223644	0.2643344	0.089356355	0.0064136325	0.006051512
a38	0.008338607	0.0075653126	0.006352763	0.014768787	0.017415917	0.029898373	0.31376824	0.23213711	0.26085395	0.09807364	0.0055436995	0.0052836435
a24	0.011347143	0.010862624	0.009666178	0.017800098	0.021516016	0.029418835	0.33352652	0.21725093	0.2590654	0.0739632	0.007911619	0.0076715187
a31	0.012257867	0.0118898135	0.010416121	0.021700434	0.025808536	0.034381233	0.31267735	0.21886301	0.24848276	0.08694768	0.0085155135	0.008059691
a27	0.009514938	0.008699059	0.007524417	0.015550953	0.01809709	0.02936563	0.33581826	0.22595957	0.24773751	0.087666996	0.0071796896	0.0068858378
a31	0.018025663	0.01712836	0.015424611	0.024144977	0.027875373	0.03471538	0.3589356	0.19043966	0.2314783	0.054950103	0.013536312	0.013345608
a28	0.016543759	0.015492712	0.014232411	0.020137455	0.020234102	0.02480513	0.3723666	0.19238757	0.23588505	0.06108547	0.013481194	0.013348485
a37	0.026895555	0.025355589	0.023018504	0.030841632	0.030897252	0.03369771	0.3647178	0.16247705	0.21279365	0.04885134	0.020276312	0.020177562
a46	0.028032124	0.026582686	0.024124414	0.033476632	0.03556596	0.041046176	0.3602919	0.1572263	0.20333971	0.04841275	0.021017209	0.020884171
a31	0.028697792	0.027704151	0.026659157	0.03231584	0.032567237	0.03716334	0.33839923	0.1621735	0.19970618	0.06244597	0.026142787	0.026024811
a33	0.039970905	0.03899459	0.038077865	0.04273783	0.041591223	0.043197904	0.3033266	0.13940917	0.17373241	0.06380169	0.037617665	0.037542127
a23	0.06313068	0.062268198	0.061489116	0.0657038	0.065000296	0.066908665	0.19505	0.10566121	0.121494636	0.071253836	0.061041046	0.060998507
a31	0.069259465	0.06810113	0.067053325	0.072696745	0.07186016	0.07420471	0.16300222	0.0989706	0.10853491	0.07356001	0.06640029	0.06635647
</S>	0.059413396	0.05886161	0.058370095	0.06102761	0.06026341	0.061088283	0.21048948	0.11123683	0.13135298	0.07166949	0.058133483	0.058093272
