 	sul	muro	vuole	uno	specchio	</S>
a31	0.34588942	0.29984888	0.18494262	0.0484623	0.0516443	0.06921249
a39	0.41874844	0.32888982	0.17747752	0.011295176	0.020149175	0.043439824
a35	0.46082416	0.32075208	0.14012207	0.017590025	0.023191907	0.037519693
a31	0.52538544	0.29764295	0.10913663	0.018748613	0.020900985	0.028185366
a2	0.5349944	0.37556666	0.06508034	0.007843286	0.0079665715	0.008548693
a0	0.4929012	0.3863571	0.09889067	0.0075597423	0.007373123	0.00691811
a20	0.60182613	0.31431097	0.054371025	0.00959276	0.010057816	0.009841204
a18	0.6978447	0.18791714	0.04822711	0.020072483	0.0228008	0.023137886
a31	0.5658266	0.14801446	0.08668597	0.058737855	0.06928839	0.071446806
a0	0.61219984	0.13764186	0.063856885	0.048786663	0.06161456	0.07590026
a31	0.24936038	0.16792977	0.14080648	0.13119526	0.14501931	0.16568878
a46	0.252837	0.16865762	0.14725175	0.14247388	0.14345756	0.14532222
a33	0.17904699	0.16876791	0.16373639	0.16261816	0.16276915	0.16306143
a8	0.16791265	0.16714148	0.16630295	0.16611095	0.16618884	0.16634315
a31	0.16707033	0.1667917	0.16653354	0.16647346	0.16651951	0.1666115
</S>	0.16725248	0.16673121	0.16652031	0.1664743	0.16649249	0.16652924
