 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.07225008	0.06540204	0.06612485	0.060602754	0.063795835	0.08357344	0.10343003	0.10338107	0.10563471	0.10317396	0.10398738	0.06864384
a20	0.05316873	0.043161914	0.045332976	0.03344486	0.029152615	0.042400513	0.07789614	0.073913895	0.28087643	0.12480022	0.15717494	0.038676776
a37	0.056549545	0.047908116	0.057665203	0.050497096	0.054891974	0.067530096	0.07813929	0.07513275	0.20433104	0.1110912	0.13795604	0.058307674
a24	0.05362101	0.0476709	0.05766379	0.057085875	0.06731397	0.07498429	0.080662906	0.081563525	0.17405152	0.106551796	0.12719974	0.071630664
a31	0.059528664	0.054738775	0.065416	0.068017066	0.07866585	0.084203534	0.087172724	0.08730322	0.13299058	0.09627608	0.106585756	0.07910177
a39	0.036637817	0.029428927	0.03636644	0.034352165	0.04133664	0.05136531	0.07639821	0.08755719	0.24210872	0.14393708	0.1664817	0.054029793
a31	0.03750432	0.027145723	0.034300283	0.026450694	0.0320448	0.052780475	0.08505647	0.095083565	0.24774049	0.15062322	0.17152743	0.039742645
a24	0.043498624	0.0234922	0.031588484	0.017551132	0.01920338	0.05379304	0.10876455	0.12618521	0.20179161	0.16549212	0.17415452	0.03448509
a31	0.028950715	0.016788175	0.02084796	0.01277328	0.013715654	0.044307426	0.10959388	0.11791566	0.23752086	0.17579544	0.2031455	0.018645458
a28	0.023582399	0.012219097	0.015866322	0.009241514	0.010795401	0.04711617	0.12138831	0.12892796	0.23543233	0.17899224	0.2007068	0.0157315
a24	0.024398383	0.01338263	0.016140906	0.009340157	0.008915627	0.041208092	0.13325058	0.12283681	0.26403016	0.16074055	0.19282776	0.012928355
a8	0.016211886	0.009987677	0.012343157	0.008219814	0.008530802	0.034423433	0.120687634	0.12195291	0.267691	0.17717855	0.2127528	0.010020344
a31	0.014219952	0.009475679	0.011989153	0.009528467	0.012020395	0.03998055	0.11469724	0.120436415	0.2785409	0.17656542	0.20209353	0.010452306
a46	0.017356556	0.009713177	0.012076913	0.0074480944	0.008660383	0.03923615	0.12156855	0.12138518	0.26604727	0.1793765	0.20532182	0.011809384
