 	lo	sentii	che	arrivò	</S>
a11	0.26585808	0.20990473	0.089745015	0.2809714	0.15352081
a31	0.11385092	0.12966217	0.046882175	0.59726995	0.11233478
a28	0.09515819	0.1231933	0.06216594	0.5923556	0.12712696
a37	0.096366614	0.120472275	0.0339775	0.6441363	0.1050473
a20	0.09992535	0.09680588	0.019188102	0.73762536	0.046455353
a31	0.09191824	0.061866496	0.022844339	0.79337347	0.029997397
a1	0.08051719	0.06783231	0.033715922	0.7759639	0.041970715
a0	0.06605676	0.056097716	0.030653078	0.8123286	0.034863845
a17	0.072270334	0.04665863	0.018658353	0.83237106	0.03004164
a31	0.111136876	0.06279036	0.03342019	0.724683	0.06796952
a0	0.07407285	0.045454666	0.028371627	0.79317373	0.05892707
a46	0.13507448	0.10159052	0.08395262	0.5322548	0.14712757
a31	0.14347269	0.12530999	0.116205364	0.4240945	0.19091749
a18	0.15711133	0.13835758	0.12919515	0.40946704	0.16586886
a31	0.18496944	0.17782645	0.17390221	0.27159095	0.19171096
a39	0.19012655	0.18176164	0.17685981	0.26922277	0.18202926
a31	0.19815351	0.19656079	0.19510004	0.21364492	0.19654068
a46	0.19636965	0.19497542	0.19346102	0.22138792	0.19380598
</S>	0.19960245	0.19924594	0.19881299	0.20346487	0.19887371
