 	ho	finito	di	scrivere	</S>
a38	0.25476682	0.17791471	0.23334408	0.24179289	0.09218155
a31	0.32864484	0.12369314	0.26481742	0.24385954	0.03898506
a15	0.32208827	0.13932878	0.289253	0.21700647	0.032323457
a18	0.32663387	0.12814035	0.25515422	0.2242313	0.06584019
a31	0.33174264	0.14508978	0.2697782	0.1892977	0.06409165
a37	0.34540883	0.13772827	0.30103305	0.1639083	0.05192156
a31	0.280016	0.16521029	0.26163447	0.18840964	0.10472953
a0	0.3102437	0.14112918	0.32279447	0.16073363	0.0650991
a31	0.21383835	0.17462099	0.25704768	0.21869856	0.13579437
a18	0.20130283	0.13487284	0.3217699	0.23639545	0.105658956
a31	0.19115609	0.17232786	0.23959023	0.23367557	0.1632502
a39	0.2022892	0.19188139	0.21120307	0.2064458	0.18818054
a20	0.20376304	0.19797923	0.20355281	0.19872801	0.19597688
a31	0.20128182	0.19947696	0.20082425	0.19955675	0.19886021
a8	0.20026308	0.19986005	0.20019709	0.19995447	0.1997253
a20	0.20046675	0.19982599	0.20030864	0.19978914	0.19960946
a31	0.20030884	0.1999025	0.20013851	0.19988313	0.19976696
</S>	0.20013218	0.19994614	0.20008507	0.19995445	0.19988222
