 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.173076	0.22517075	0.19125384	0.16113071	0.034831766	0.1413548	0.02929524	0.04388691
a31	0.07502305	0.29135942	0.2652222	0.20156631	0.011316174	0.1376492	0.0073115597	0.01055214
a15	0.08116058	0.27576244	0.27151018	0.20625329	0.0097060995	0.14189297	0.0044220374	0.009292414
a20	0.06348729	0.4309776	0.2797222	0.13134775	0.011007487	0.06748524	0.004945296	0.011027046
a11	0.06931466	0.423692	0.27549046	0.13534375	0.010646879	0.07067436	0.004775175	0.010062816
a31	0.06395266	0.4433339	0.26892963	0.12991592	0.010871344	0.06580856	0.005715426	0.011472492
a39	0.035524476	0.5340612	0.2475757	0.10595249	0.008374806	0.05374479	0.0047882814	0.009978349
a46	0.038706973	0.5551138	0.1758512	0.10902484	0.018820537	0.066545665	0.013617713	0.022319213
a18	0.05656599	0.43015617	0.16526744	0.12826021	0.04003799	0.099369586	0.0352025	0.045140132
a31	0.0749563	0.26659554	0.16408183	0.16082335	0.065531746	0.1368734	0.062663004	0.06847485
a13	0.09991098	0.17943755	0.13760862	0.15583062	0.09665281	0.13714504	0.09599275	0.0974216
a31	0.11845204	0.13379674	0.12792954	0.13718548	0.117696375	0.12956123	0.11755257	0.11782603
a46	0.12315151	0.13132975	0.12553121	0.12654287	0.12285496	0.124900065	0.12281691	0.122872725
a31	0.12473403	0.12588617	0.12512137	0.1252345	0.124683104	0.12497727	0.12467846	0.124685094
</S>	0.12475741	0.12610663	0.12510328	0.12503177	0.1247138	0.12486756	0.124707304	0.12471228
