 	sono	stato	sempre	poveretti	</S>
a20	0.1394573	0.18242477	0.22959948	0.23214503	0.2163734
a4	0.024758058	0.06883639	0.2839314	0.5006536	0.12182054
a31	0.03525862	0.09135527	0.28681692	0.44999844	0.13657075
a38	0.040236704	0.08278297	0.2591486	0.50793517	0.10989658
a31	0.023713458	0.07346514	0.29373965	0.47551	0.13357177
a7	0.023518119	0.06360753	0.26760834	0.5457562	0.09950974
a31	0.021487053	0.06058435	0.27251077	0.5352729	0.11014497
a21	0.014418415	0.03625017	0.25184256	0.63395274	0.063536055
a20	0.015914565	0.03449423	0.2596438	0.62586683	0.06408051
a8	0.020818703	0.032505076	0.22773008	0.66266304	0.0562831
a31	0.044225164	0.050077464	0.17057282	0.642322	0.09280251
a33	0.045197207	0.055319995	0.17080241	0.66570324	0.06297714
a20	0.081155606	0.08490593	0.15862124	0.54169035	0.13362692
a31	0.09423266	0.09900616	0.18000603	0.45836604	0.16838907
a7	0.07449853	0.079731405	0.16446453	0.56334764	0.11795792
a31	0.12442322	0.12749791	0.18253537	0.38679317	0.17875032
a11	0.11289118	0.117441595	0.17950359	0.45581466	0.13434896
a31	0.17651731	0.17888357	0.19726025	0.26325724	0.18408158
a13	0.18421853	0.18583524	0.20130883	0.24107578	0.1875617
a18	0.19335899	0.19478701	0.20189919	0.2158898	0.19406497
a31	0.19812731	0.19857453	0.20051612	0.20435633	0.19842567
</S>	0.19903557	0.19920911	0.20020442	0.20234257	0.19920835
