 	il	morto	vuole	pianto	</S>
a46	0.23134856	0.27538055	0.17618747	0.22358334	0.09350006
a23	0.14361328	0.35616913	0.15759632	0.2732875	0.06933375
a20	0.11097329	0.2924366	0.20656654	0.2493472	0.14067632
a31	0.12739693	0.3315547	0.20448148	0.23349704	0.103069805
a21	0.11606024	0.48703685	0.15267332	0.19397464	0.05025499
a11	0.16020036	0.48472074	0.13403368	0.17618336	0.044861883
a10	0.16024542	0.5541564	0.10031983	0.15185799	0.03342039
a27	0.10154297	0.6929405	0.06739754	0.109156065	0.028962968
a17	0.08829725	0.6870686	0.07270195	0.112081215	0.039850987
a31	0.07281694	0.67567605	0.08155056	0.11583757	0.054118894
a37	0.060588516	0.67927223	0.08375974	0.11575676	0.060622748
a31	0.07141526	0.58261585	0.10941944	0.14926703	0.087282404
a37	0.06950341	0.5852152	0.104844145	0.15648966	0.083947614
a17	0.10247586	0.4109561	0.13921042	0.22590019	0.121457435
a31	0.1266127	0.30777383	0.15684824	0.26449373	0.14427148
a10	0.14425302	0.27899063	0.16079503	0.26318145	0.15277989
a7	0.17809103	0.23801646	0.1805928	0.22618398	0.17711577
a31	0.18845119	0.21105857	0.1908737	0.22042225	0.18919425
a33	0.19323121	0.21794716	0.19330041	0.20359734	0.19192389
a29	0.19845887	0.2029524	0.19859178	0.20168783	0.1983091
a41	0.19934438	0.20117451	0.19942296	0.2007613	0.19929686
a31	0.199547	0.20070015	0.19960222	0.20062184	0.19952875
a39	0.19970022	0.20060001	0.19972353	0.20030712	0.19966906
</S>	0.19981875	0.20031574	0.19984017	0.2002186	0.1998067
