 	la	casa	la	costruisce	il	mastro	</S>
a20	0.14543661	0.12936404	0.13371234	0.1449666	0.15052825	0.15210253	0.1438896
a17	0.04886847	0.02784836	0.03050443	0.13853334	0.27033508	0.4012573	0.082653016
a10	0.05190623	0.029608598	0.03637346	0.16608068	0.25184757	0.36309603	0.101087466
a24	0.047252465	0.025882455	0.029299458	0.14037581	0.2578152	0.41733065	0.082044
a46	0.05805598	0.035480715	0.040085506	0.1534338	0.2874826	0.32091662	0.104544826
a8	0.04306177	0.02934756	0.03550167	0.14332278	0.28186035	0.32743904	0.1394668
a14	0.031017937	0.024051137	0.028786154	0.13135609	0.29597315	0.35006866	0.13874687
a31	0.027284313	0.025453834	0.030922309	0.091091156	0.2968493	0.43571955	0.09267951
a20	0.023398062	0.022020813	0.026815569	0.06340545	0.2624451	0.5480054	0.05390965
a41	0.035775214	0.034907892	0.039647806	0.07391688	0.217808	0.52918357	0.0687606
a29	0.045934692	0.045637246	0.05064881	0.09181961	0.21100369	0.46630347	0.088652536
a31	0.057395816	0.057396125	0.060886618	0.10239454	0.2211023	0.3992837	0.10154084
a30	0.049963523	0.049759798	0.053148422	0.09263492	0.22038032	0.44486105	0.08925187
a31	0.07359921	0.07293422	0.07495836	0.09046471	0.22187358	0.37905392	0.087116025
a28	0.072625294	0.06980715	0.072748646	0.083557144	0.21009158	0.42301196	0.06815826
a31	0.120885745	0.11879901	0.12390321	0.11759938	0.16683313	0.24562982	0.10634979
a17	0.1269339	0.1258272	0.12862945	0.12789264	0.16187997	0.20819403	0.12064285
a20	0.13429491	0.13335748	0.1375393	0.13145551	0.15093188	0.18880695	0.123613894
a31	0.14088784	0.14059575	0.14242499	0.13892646	0.14483725	0.15565678	0.13667093
a20	0.14121747	0.14107934	0.14169452	0.14085755	0.14471072	0.15053883	0.13990153
a29	0.14224564	0.14212099	0.14376462	0.14029497	0.14303184	0.14995916	0.13858277
a31	0.14274137	0.14269482	0.14311698	0.14218739	0.14297248	0.14447846	0.1418085
</S>	0.14255252	0.14251979	0.14269002	0.14240202	0.14320397	0.14444484	0.14218685
