 	ora	che	loro	non	vengono	più	</S>
a39	0.18776532	0.12697597	0.14749677	0.09112706	0.11093815	0.2074432	0.12825347
a20	0.07920517	0.028030518	0.081404544	0.045678698	0.039663393	0.6458387	0.08017897
a13	0.077699475	0.04113201	0.078225955	0.03565741	0.03786433	0.62721187	0.10220896
a17	0.08339131	0.044362683	0.077431716	0.034453433	0.03860113	0.61632514	0.10543457
a39	0.08349832	0.043284193	0.07531833	0.031072577	0.03571276	0.6334746	0.09763922
a8	0.07141029	0.037692506	0.06659317	0.029028174	0.03166218	0.67803645	0.0855772
a31	0.08398378	0.044683237	0.06657195	0.028321527	0.03536109	0.6469774	0.09410102
a15	0.05517934	0.028528081	0.05294142	0.020543328	0.02419288	0.76278275	0.055832233
a38	0.080433235	0.020455603	0.047668193	0.012025574	0.014980889	0.7868854	0.03755118
a31	0.0782145	0.012598619	0.03737078	0.009961737	0.010903133	0.82405233	0.026898924
a13	0.059108093	0.008210285	0.03367844	0.007810746	0.008166196	0.8596071	0.023419168
a20	0.051723756	0.009751618	0.025702525	0.009010055	0.00911047	0.87536114	0.019340465
a7	0.045231417	0.009108661	0.022582129	0.008951342	0.008893853	0.88626826	0.018964287
a11	0.06348139	0.011697675	0.028249092	0.01145669	0.011597289	0.8492939	0.02422401
a24	0.07610969	0.012540341	0.03092113	0.013059885	0.013324818	0.8267148	0.02732938
a15	0.13647404	0.018564768	0.054702003	0.018980453	0.019833507	0.71201265	0.039432604
a24	0.12268187	0.02101329	0.049587984	0.020715455	0.02171617	0.7196969	0.04458839
a31	0.12746033	0.026619947	0.054431878	0.026699163	0.027268963	0.68322587	0.054293867
a0	0.07273727	0.026553188	0.038495593	0.026921062	0.02735679	0.76063615	0.047299895
a18	0.088465825	0.04619003	0.057978127	0.04580937	0.046024427	0.6552438	0.060288377
a31	0.08098645	0.050637193	0.058438737	0.05093175	0.05103595	0.63799644	0.0699735
a38	0.08162016	0.05669289	0.06362511	0.056614224	0.056784436	0.61734134	0.06732173
a31	0.11540546	0.09597156	0.10111033	0.09585424	0.09591178	0.39223528	0.10351136
a20	0.112000085	0.095749	0.10039046	0.095635995	0.09571029	0.4002397	0.10027447
a31	0.13351867	0.12310765	0.12567383	0.12304593	0.123039134	0.24520454	0.12641025
a35	0.12594934	0.11456428	0.117995374	0.11448566	0.11451507	0.29644033	0.116049975
a31	0.14123571	0.13675688	0.13783437	0.13670665	0.13669786	0.17329039	0.13747813
a18	0.1342566	0.12855107	0.13038604	0.12858368	0.12857637	0.2204372	0.12920903
a31	0.14313331	0.14003675	0.1406742	0.14001116	0.13998614	0.15585157	0.14030683
a46	0.13780779	0.13488665	0.13586785	0.13495176	0.13493302	0.18624178	0.1353111
a39	0.14271115	0.14169264	0.14194265	0.14168431	0.14167833	0.14855309	0.14173786
a31	0.14359926	0.14151806	0.14190418	0.14150505	0.14147957	0.14837626	0.14161769
</S>	0.14132987	0.14034046	0.14066303	0.14036039	0.1403527	0.15647694	0.14047661
