 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.21009578	0.08992778	0.116507895	0.0958894	0.17478715	0.23031966	0.08247232
a31	0.3442388	0.05494577	0.09451663	0.050850082	0.16908035	0.25859421	0.02777414
a11	0.27365077	0.093002036	0.13254805	0.092773914	0.14692041	0.19493109	0.06617372
a21	0.33241224	0.07077808	0.10930541	0.071248524	0.15854567	0.19811293	0.05959708
a31	0.3696886	0.058508247	0.09048679	0.05515966	0.15854292	0.2206909	0.046922863
a20	0.4580906	0.037547175	0.058419257	0.031071963	0.13065508	0.26270318	0.021512767
a31	0.38435197	0.044938628	0.059455354	0.04038593	0.12317448	0.31749836	0.03019524
a10	0.41631725	0.031885047	0.04739357	0.026711209	0.10137149	0.36017224	0.01614927
a31	0.2955236	0.0390847	0.067330524	0.043513924	0.10842901	0.42102545	0.02509276
a21	0.2376021	0.03931743	0.070818424	0.053576097	0.13019694	0.43457553	0.033913538
a11	0.20668487	0.059844658	0.07907619	0.067853115	0.16287722	0.37434694	0.049316943
a3	0.14563385	0.09599467	0.106465265	0.10517385	0.19274506	0.26060352	0.09338383
a33	0.12994851	0.11536798	0.11897981	0.11970139	0.1737351	0.22713451	0.11513268
</S>	0.13280903	0.13117242	0.13202849	0.13258515	0.15350421	0.18650863	0.1313921
