 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.14617878	0.10529846	0.18592393	0.1261464	0.14335924	0.18153897	0.11155415
a20	0.058221225	0.04791678	0.34169057	0.084608555	0.20016663	0.21170971	0.055686552
a17	0.08005666	0.067831986	0.27186844	0.13155302	0.1646831	0.16698939	0.117017426
a31	0.11400585	0.09460764	0.22228454	0.13757408	0.14922154	0.15064904	0.13165727
a39	0.067095935	0.04467984	0.40569103	0.09696012	0.15621099	0.15795119	0.0714109
a31	0.08223013	0.034715854	0.42116275	0.08560343	0.15844919	0.17514092	0.042697698
a20	0.07370047	0.024059715	0.3583602	0.11125662	0.19355337	0.20201929	0.03705033
a31	0.04287777	0.01268261	0.43490046	0.063170575	0.15074682	0.27932608	0.01629563
a13	0.035105944	0.011624128	0.4853657	0.0517925	0.12833928	0.27157763	0.016194902
a24	0.03982453	0.015797725	0.4239345	0.047232043	0.13567285	0.3236374	0.013900963
a46	0.032374654	0.017121973	0.5179334	0.040281773	0.11138041	0.26532632	0.01558147
a31	0.0482544	0.03033212	0.46915114	0.06566298	0.116417594	0.23285435	0.03732741
a20	0.03671627	0.017858325	0.5015979	0.03988551	0.1092681	0.27478826	0.019885618
a31	0.059182	0.0425726	0.42579636	0.0609547	0.12823662	0.24483965	0.038418036
a18	0.059119664	0.04046149	0.42101595	0.058433373	0.12418306	0.25765172	0.039134756
a20	0.08056347	0.06239627	0.39389738	0.074490964	0.1252335	0.20977171	0.05364675
a31	0.104206376	0.08940794	0.25857618	0.10209865	0.16240288	0.20559195	0.07771602
a11	0.11041675	0.09646444	0.25394183	0.10455157	0.13874514	0.2012299	0.09465037
a31	0.13072692	0.11514235	0.23622447	0.11831874	0.13538808	0.15593387	0.108265564
a28	0.13609731	0.12993723	0.18210278	0.13167866	0.13930324	0.152347	0.12853381
a41	0.13747172	0.12803075	0.20571189	0.12940359	0.13594592	0.13905852	0.12437766
a8	0.14144154	0.13450003	0.17641781	0.13490435	0.13875006	0.14212725	0.13185892
a33	0.14188239	0.14106114	0.14792937	0.14124314	0.14234105	0.14465871	0.14088422
</S>	0.14247027	0.14227429	0.14393304	0.14235163	0.14285174	0.14387137	0.14224768
