 	non	ha	che	li	aspettiamo	</S>
a46	0.19360207	0.20850036	0.18673949	0.1954276	0.1662663	0.0494642
a31	0.15588965	0.20866251	0.15757997	0.21132292	0.21585967	0.050685246
a15	0.15972471	0.21294993	0.15764117	0.19654986	0.22661066	0.046523653
a31	0.19557042	0.23079164	0.17213836	0.19112214	0.17528728	0.03509019
a28	0.19809356	0.25014457	0.14106709	0.17550291	0.20339246	0.031799376
a20	0.19998614	0.24828613	0.15065382	0.18569386	0.18890786	0.026472216
a11	0.20499055	0.25898284	0.15766686	0.19773595	0.1536296	0.02699419
a31	0.20265152	0.2708319	0.16564171	0.21599476	0.112034135	0.032846034
a11	0.18926986	0.30102542	0.13297267	0.21224535	0.14029355	0.024193084
a31	0.16079015	0.2865934	0.14512096	0.2473615	0.115839325	0.044294685
a46	0.17276281	0.30361268	0.12143358	0.23069182	0.13170367	0.039795447
a31	0.16461083	0.2517255	0.14402787	0.2317257	0.12830769	0.07960239
a11	0.17955387	0.23957203	0.14229372	0.19663817	0.13474439	0.10719781
a31	0.18275963	0.2044087	0.15569541	0.1691697	0.15069598	0.13727048
a11	0.17386237	0.18091589	0.16225058	0.16636536	0.15969536	0.15691043
a46	0.1753882	0.18067372	0.16196372	0.16282454	0.16135582	0.15779398
</S>	0.16907607	0.170277	0.16560973	0.16570184	0.16489713	0.16443823
