 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.15993477	0.0906268	0.11234657	0.1515547	0.12825151	0.07090583	0.19049346	0.09588643
a31	0.105949685	0.063555956	0.09807848	0.21621257	0.13665596	0.061370727	0.23110904	0.08706755
a37	0.096817255	0.07540954	0.10198603	0.192591	0.1419099	0.08003455	0.21404405	0.097207695
a20	0.10406398	0.06430407	0.10436055	0.18482022	0.15302178	0.07968181	0.20055199	0.10919557
a29	0.12942638	0.055533316	0.10501409	0.18992634	0.15087397	0.06394736	0.20636542	0.09891314
a14	0.17417248	0.048445173	0.09817296	0.19589333	0.13365291	0.051501874	0.21881787	0.07934338
a21	0.20176007	0.032167252	0.061756007	0.21045975	0.08633366	0.03353817	0.3280976	0.045887448
a31	0.20519885	0.036046688	0.06444419	0.20407502	0.088293895	0.033096846	0.3232699	0.04557454
a20	0.15034424	0.018327048	0.040244337	0.21061072	0.06401422	0.020644408	0.46608603	0.029728996
a6	0.11751589	0.025773218	0.04577614	0.17890291	0.071327835	0.031770863	0.4902751	0.03865802
a31	0.11888038	0.039079163	0.05987316	0.173136	0.09447345	0.05148173	0.40387997	0.059196163
a8	0.0994317	0.022891684	0.03490264	0.18009917	0.06708847	0.026725246	0.5354849	0.033376202
a20	0.117872424	0.050874382	0.062709324	0.17767291	0.10920313	0.057330046	0.36066806	0.06366973
a31	0.114089444	0.06710047	0.078429654	0.18094663	0.12953076	0.07434319	0.2749821	0.08057777
a37	0.1196151	0.05461716	0.062169563	0.16121712	0.09499383	0.05629172	0.39000297	0.061092466
a31	0.13320632	0.092911795	0.09814658	0.1559325	0.123856485	0.09351104	0.2063277	0.096107535
a24	0.13857724	0.086310565	0.09188856	0.14005452	0.10065424	0.08475277	0.26984155	0.08792058
a31	0.1409347	0.109506644	0.112069845	0.13111165	0.11541255	0.10851416	0.17303616	0.10941426
a20	0.13407405	0.11284353	0.1149151	0.12970921	0.116730765	0.112035446	0.16653013	0.113161765
a31	0.13526146	0.11852194	0.12062752	0.12958948	0.11936497	0.11726483	0.14148934	0.11788045
a7	0.12866078	0.12301939	0.123548515	0.12642887	0.12341224	0.12267163	0.12942724	0.12283136
a35	0.12902522	0.12300019	0.123762295	0.12661533	0.12314219	0.122543894	0.12918325	0.122727655
</S>	0.12810265	0.12397492	0.12431027	0.12603527	0.1241098	0.123693034	0.12603539	0.12373872
