 	non	so	cosa	scrive	</S>
a46	0.2893919	0.3534596	0.23650864	0.058357906	0.06228197
a8	0.22468233	0.5123164	0.22440794	0.014086101	0.024507266
a31	0.28593943	0.33378708	0.25895038	0.028176066	0.09314709
a13	0.30184612	0.35723826	0.24354804	0.028060462	0.069307126
a31	0.32251093	0.3745173	0.2358869	0.028547637	0.03853728
a28	0.31816044	0.4714639	0.15280563	0.026907038	0.030663056
a31	0.2800795	0.51850533	0.12312207	0.035938006	0.042355087
a37	0.255363	0.588712	0.098646775	0.022746556	0.034531694
a31	0.20762557	0.5174233	0.14706196	0.050190754	0.077698454
a11	0.1478202	0.65591097	0.10997909	0.04088332	0.045406453
a31	0.17817807	0.397196	0.19828065	0.11068131	0.11566393
a20	0.20461772	0.3192241	0.17189823	0.15187374	0.15238625
a31	0.21180458	0.23641254	0.18810357	0.18180735	0.18187201
</S>	0.2027708	0.21104586	0.19627143	0.19494784	0.19496405
