 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.1951721	0.09338063	0.10830283	0.10825543	0.15875028	0.20324942	0.13288938
a31	0.10659307	0.024800956	0.058586244	0.081351735	0.22672732	0.43541515	0.06652554
a37	0.09050789	0.030546952	0.068375036	0.09060945	0.20596123	0.4448056	0.06919391
a31	0.10214229	0.03486477	0.073174715	0.101051204	0.19635133	0.3909536	0.10146206
a7	0.086603954	0.025777686	0.059214048	0.07689648	0.20998415	0.480682	0.060841724
a31	0.106446676	0.027637726	0.059753437	0.07882095	0.19989802	0.43863818	0.08880498
a44	0.09819599	0.010360246	0.028272642	0.037602797	0.22798665	0.5565158	0.041065883
a31	0.11646427	0.010465953	0.017229043	0.022423513	0.13842832	0.66354	0.031448975
a7	0.10710004	0.005977071	0.012380574	0.01698863	0.12985988	0.71309733	0.0145964585
a3	0.074684106	0.008317544	0.014642553	0.018159907	0.08343106	0.78699565	0.013769191
a20	0.06540903	0.015697688	0.02130004	0.024889246	0.08915127	0.76017565	0.023377104
a31	0.07000325	0.022203445	0.028107522	0.031885963	0.0973741	0.71834356	0.032082155
a0	0.07500471	0.012925126	0.018210556	0.021915497	0.080507115	0.77287805	0.018558985
a31	0.09227426	0.03171469	0.035208162	0.036854602	0.080205865	0.68672067	0.037021738
a8	0.08534538	0.019879673	0.024095917	0.026903873	0.0700683	0.74953336	0.024173435
</S>	0.113075644	0.046079006	0.048636727	0.049923413	0.082415655	0.6101694	0.049700122
