 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.14373152	0.090688735	0.1308113	0.13816501	0.16474499	0.20121592	0.1306425
a31	0.085075736	0.0533692	0.09727643	0.115969986	0.152971	0.38812438	0.10721325
a10	0.08754969	0.07202149	0.103056796	0.11872363	0.14901598	0.35760194	0.112030394
a20	0.065061964	0.044804472	0.090615064	0.10865564	0.14752603	0.45382413	0.08951276
a10	0.06551734	0.0256904	0.068601236	0.089955434	0.15761481	0.514461	0.07815981
a31	0.045944475	0.012032502	0.046746925	0.0717375	0.16888812	0.60650367	0.04814682
a14	0.02735322	0.006148615	0.022735558	0.044907354	0.1684213	0.7085093	0.021924615
a31	0.021014191	0.0072413245	0.025895568	0.044529904	0.13107622	0.75321275	0.017030032
a37	0.02257878	0.009549495	0.02021878	0.032139868	0.0911078	0.8037678	0.020637445
a31	0.02680596	0.011256592	0.032616038	0.050933972	0.10901717	0.7456989	0.023671411
a46	0.034097303	0.01867534	0.02884566	0.04009628	0.08779002	0.76141185	0.029083567
</S>	0.035917677	0.019221872	0.031107243	0.043558564	0.091924064	0.74850225	0.029768337
