 	tutto	il	cibo	vuole	girato	</S>
a31	0.15014566	0.15858729	0.19410752	0.17574242	0.18895161	0.13246545
a8	0.043341868	0.060845286	0.2980243	0.108807854	0.45244557	0.036535114
a31	0.03640337	0.0676161	0.35719556	0.12384014	0.33886045	0.07608435
a29	0.025186695	0.045942247	0.37488532	0.12800792	0.38126922	0.044708587
a20	0.024798809	0.054298382	0.3854235	0.11276779	0.3732548	0.049456745
a39	0.01934483	0.05444745	0.42931527	0.09923304	0.3668455	0.03081391
a31	0.012601539	0.038430396	0.46974272	0.08745383	0.37586066	0.01591085
a0	0.011779928	0.05280345	0.3760592	0.18033054	0.3568593	0.022167563
a31	0.0055361344	0.017550588	0.46361288	0.075958654	0.4269914	0.010350434
a24	0.009025091	0.03240399	0.3976162	0.15039	0.39374447	0.016820163
a36	0.00637769	0.01697219	0.42415935	0.09628588	0.44740808	0.008796919
a11	0.0045123855	0.009394684	0.4668998	0.03404996	0.47692186	0.008221392
a17	0.0067194775	0.011255484	0.44700572	0.031668913	0.49023315	0.013117333
a31	0.012499862	0.016636163	0.39031184	0.042793375	0.5128555	0.024903221
a6	0.0069499086	0.009379071	0.45444617	0.026619006	0.49167714	0.010928631
a31	0.028266378	0.030683316	0.28610682	0.059140004	0.55700237	0.0388011
a24	0.01273837	0.015359072	0.32933587	0.024924047	0.60278535	0.014857263
a6	0.04131156	0.04465357	0.24772201	0.05234822	0.5713772	0.042587385
a31	0.0881565	0.08998017	0.20830904	0.11894683	0.39646676	0.098140754
a46	0.08147333	0.0837029	0.19971675	0.08954294	0.46255058	0.08301352
a39	0.14410944	0.14486684	0.17515232	0.14737028	0.24378696	0.14471415
a31	0.14976029	0.1506611	0.17430662	0.15355138	0.22117718	0.15054335
a41	0.15693659	0.1574548	0.17357853	0.1582741	0.19659536	0.15716067
a8	0.16322881	0.16358115	0.17041807	0.16384277	0.17564411	0.16328509
</S>	0.16549952	0.16554692	0.16716124	0.16572435	0.17052223	0.16554573
