 	avete	cucinato	le	verdure	</S>
a29	0.44106922	0.11568317	0.23932637	0.09071843	0.11320283
a38	0.44108295	0.0653729	0.2750099	0.07934622	0.13918807
a31	0.43851024	0.06874373	0.26986036	0.07943978	0.14344588
a11	0.4600434	0.069885254	0.23003031	0.08901233	0.15102875
a37	0.40462148	0.08806318	0.19652724	0.13243484	0.17835319
a11	0.37196386	0.0987251	0.20863493	0.14991067	0.17076544
a31	0.35888416	0.10147649	0.19978327	0.15819648	0.1816596
a20	0.23524961	0.11603672	0.20449291	0.17609236	0.26812842
a31	0.18437307	0.14952199	0.17960621	0.16839808	0.31810063
a39	0.19422463	0.18051423	0.18797193	0.18385904	0.2534302
a13	0.19902217	0.19612047	0.19751798	0.19665773	0.2106816
a18	0.19948809	0.19877443	0.19916356	0.19895026	0.20362371
a39	0.19990477	0.19969714	0.19980253	0.1997384	0.20085719
a31	0.19992039	0.19981425	0.19987807	0.19984071	0.20054658
a46	0.19998805	0.19995305	0.19997014	0.19995919	0.2001296
</S>	0.20000191	0.19999	0.1999945	0.19999108	0.20002258
