 	io	non	ho	niente	da	mangiare	</S>
a8	0.23961736	0.12907985	0.072632186	0.07822818	0.14474994	0.22486821	0.11082435
a31	0.29038244	0.06849163	0.036071792	0.076461494	0.15640047	0.25854707	0.11364508
a8	0.28483412	0.083348915	0.063790694	0.10378223	0.1479187	0.1866421	0.12968326
a20	0.46188557	0.06858443	0.042914696	0.052619196	0.09732033	0.20609513	0.07058053
a31	0.58000714	0.050690025	0.039828826	0.042504355	0.06142167	0.17915393	0.04639405
a14	0.68025905	0.037379	0.033279087	0.033807345	0.038063157	0.14811578	0.029096618
a31	0.6726919	0.037830938	0.03612567	0.036388498	0.03713476	0.15194392	0.02788433
a13	0.6164063	0.036186747	0.035880066	0.037966393	0.030917391	0.22195922	0.020683846
a37	0.5680397	0.038302988	0.03875508	0.062112194	0.053429045	0.19549105	0.043869957
a10	0.31589863	0.057376336	0.060273062	0.12203956	0.12156788	0.20807926	0.114765264
a20	0.18000804	0.081058346	0.08131493	0.13586639	0.15097156	0.22500229	0.1457785
a7	0.13196002	0.10712093	0.10726237	0.1342647	0.14937088	0.2263855	0.14363559
a18	0.12675275	0.122135356	0.12226848	0.13581885	0.14512286	0.20675136	0.14115025
a44	0.12794821	0.12622005	0.12633707	0.13701342	0.14387412	0.19762969	0.14097737
</S>	0.13780138	0.13749343	0.13752754	0.14082198	0.14225104	0.16238724	0.14171736
