 	non	ci	dimentichiamo	mai	</S>
a31	0.32334977	0.17807901	0.34238306	0.08103819	0.07515001
a20	0.16668066	0.08400693	0.6974375	0.038414363	0.01346041
a31	0.19512646	0.105689615	0.63985	0.04230248	0.017031427
a11	0.21281202	0.08882681	0.6611163	0.028720738	0.008524028
a20	0.21470119	0.08333341	0.66908145	0.023812683	0.009071239
a31	0.19087948	0.053028047	0.7272615	0.018461	0.010369916
a11	0.26686463	0.055283606	0.64460284	0.025976812	0.0072721774
a31	0.17947651	0.034932565	0.75192827	0.025453918	0.008208781
a18	0.13103077	0.027436037	0.8120729	0.020453412	0.009006924
a42	0.12979819	0.034829743	0.8002431	0.022811048	0.012317912
a31	0.11943898	0.057169348	0.7444201	0.04391979	0.035051733
a18	0.13386992	0.074261986	0.6780684	0.058951773	0.05484798
a31	0.17741652	0.13721308	0.47149855	0.1086247	0.10524713
a39	0.20853852	0.17778397	0.28948128	0.16273236	0.16146386
a31	0.20502587	0.17690067	0.29812315	0.16055077	0.15939952
a20	0.20500341	0.19536977	0.21650377	0.1916331	0.19148995
a39	0.2043005	0.1931348	0.2257973	0.1885096	0.18825783
a31	0.20556985	0.19550608	0.21659513	0.19122271	0.19110622
a14	0.2007256	0.19933699	0.20225686	0.198849	0.19883157
a46	0.20142578	0.19849035	0.20535117	0.19738665	0.19734608
a20	0.20059542	0.19924104	0.20268044	0.19875267	0.19873038
a31	0.20131171	0.19889274	0.20385346	0.19798267	0.1979594
</S>	0.20021293	0.19980851	0.2006495	0.19966686	0.19966221
