 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
a8	0.1535147	0.09351283	0.0492273	0.17826466	0.02955563	0.1872187	0.19536453	0.1133417
a31	0.07034795	0.050289378	0.029960435	0.1716494	0.01102931	0.20679916	0.37202603	0.08789835
a8	0.0777347	0.06802708	0.056242496	0.16385357	0.02435793	0.19270492	0.31043315	0.10664616
a31	0.11778191	0.07550916	0.043651298	0.18452303	0.014783433	0.1892847	0.2192072	0.15525924
a20	0.08307253	0.05272043	0.03271511	0.1789533	0.010789026	0.18903428	0.33811978	0.11459552
a31	0.11947907	0.038932048	0.015311038	0.19443642	0.009290669	0.19520967	0.3332561	0.09408502
a24	0.071829826	0.010980117	0.004312875	0.25774622	0.0026384133	0.25657904	0.3571139	0.038799535
a31	0.058555417	0.011246454	0.004526675	0.23763588	0.0028134992	0.24310225	0.41270837	0.029411532
a28	0.057343226	0.0076339147	0.0036118105	0.25921485	0.002334165	0.2752593	0.36733973	0.027263025
a17	0.030362315	0.006602757	0.004176053	0.19906247	0.0023549816	0.28219327	0.4642467	0.0110014845
a31	0.022085859	0.0076139555	0.00583586	0.13119932	0.005017527	0.2086009	0.6091955	0.010451113
a28	0.025405245	0.010518342	0.008808239	0.109291	0.008195925	0.17441918	0.64939874	0.013963358
a13	0.024217255	0.009380812	0.0074924175	0.106525764	0.0064980406	0.16786715	0.66676795	0.0112506375
a31	0.03239283	0.018305235	0.015984375	0.083635285	0.015165457	0.12120986	0.6939684	0.019338598
a23	0.04009484	0.023919085	0.022136996	0.081529714	0.021609658	0.11946969	0.664952	0.026288087
a31	0.045723487	0.027354762	0.02531345	0.084142685	0.024605554	0.11252339	0.6520551	0.028281633
a18	0.068049006	0.048904203	0.047143362	0.08888057	0.046660293	0.11055769	0.53941697	0.05038791
a31	0.06646853	0.044984594	0.042948846	0.09501863	0.04219109	0.11503606	0.5476409	0.045711327
a18	0.10216585	0.08440383	0.083101034	0.10825038	0.08275719	0.118805066	0.33543676	0.08507988
a31	0.09878631	0.07709838	0.07537788	0.11346623	0.0746827	0.12328293	0.35980463	0.077500924
a24	0.12117298	0.111219406	0.11060563	0.1206223	0.11044845	0.12396148	0.19061844	0.11135132
a17	0.11598519	0.106198594	0.10562452	0.12000259	0.10533602	0.12637304	0.21420266	0.106277354
a20	0.12655668	0.118598364	0.118112326	0.1239087	0.11797025	0.124576345	0.1518628	0.118414596
</S>	0.12881307	0.12021541	0.11967047	0.123535536	0.119556926	0.123894244	0.14437716	0.11993717
