 	si	è	rotta	la	coppa	</S>
a31	0.39608744	0.12551507	0.19563688	0.119639866	0.08134344	0.08177733
a20	0.45067096	0.105163135	0.28395146	0.13431244	0.010589664	0.01531239
a19	0.56898236	0.06678688	0.24391699	0.07999612	0.012164999	0.028152619
a18	0.6402158	0.06355522	0.18859896	0.06261222	0.014362674	0.030655188
a27	0.6471092	0.07010364	0.14247282	0.06950873	0.022620006	0.04818556
a31	0.51106244	0.09379375	0.15921417	0.10810498	0.038041063	0.089783646
a39	0.33329943	0.0979457	0.19401658	0.1694697	0.066764906	0.13850379
a31	0.20897125	0.12347483	0.19482677	0.20941222	0.11019082	0.15312403
a46	0.19340818	0.15511738	0.16785099	0.17442136	0.15232566	0.15687655
a31	0.17115338	0.16491134	0.16674894	0.16766159	0.16447885	0.16504584
a20	0.16942576	0.16604389	0.16660288	0.16624005	0.1658103	0.16587704
</S>	0.1674512	0.16649728	0.1666519	0.16652246	0.1664329	0.16644424
