 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.16102041	0.08866276	0.088962846	0.11926783	0.1458262	0.12101078	0.057711232	0.15054534	0.066992514
a15	0.18553777	0.041290276	0.038719524	0.08290245	0.17422256	0.1208273	0.031723533	0.27403957	0.050737042
a31	0.14927255	0.08053831	0.078841165	0.118611954	0.13800581	0.12539127	0.05407651	0.17643587	0.07882654
a21	0.13036528	0.07467658	0.07351608	0.106258884	0.1315542	0.119154155	0.06691821	0.20062055	0.09693608
a31	0.13324618	0.089561224	0.08762611	0.115477756	0.1264968	0.12067784	0.07686188	0.14929758	0.10075464
a8	0.14285319	0.06431886	0.06254134	0.09255883	0.12547249	0.10893657	0.057965837	0.25686002	0.0884928
a31	0.17438059	0.077727504	0.07441255	0.110657	0.13433142	0.11539939	0.046328805	0.20144041	0.06532234
a20	0.20685536	0.022691632	0.018993989	0.057575446	0.17404425	0.08896717	0.011419398	0.39594135	0.023511397
a39	0.2133101	0.013336332	0.011584176	0.038391247	0.18335015	0.05379154	0.00828766	0.46382788	0.014120937
a20	0.22676331	0.022168977	0.019278636	0.045685653	0.18463157	0.054987866	0.01539334	0.4082278	0.022862762
a46	0.2378602	0.037730567	0.033058874	0.06444658	0.18521449	0.07185276	0.027994243	0.30279323	0.039049078
a31	0.25952035	0.04894105	0.045401156	0.08186293	0.18042494	0.09063397	0.04096607	0.1962387	0.056010857
a39	0.24958754	0.038939226	0.037161212	0.06318072	0.19851092	0.07652406	0.034823027	0.2585423	0.04273099
a31	0.20400903	0.0684161	0.06589521	0.088733174	0.18163873	0.10070106	0.06339119	0.15638997	0.07082555
a20	0.23967771	0.055833597	0.05399416	0.067018084	0.16293593	0.0747109	0.052715987	0.23653145	0.056582216
a31	0.17487103	0.09386528	0.09068092	0.095978685	0.12668183	0.09773574	0.0893196	0.14010581	0.090761095
a46	0.16588488	0.09471517	0.09321513	0.09656151	0.117374405	0.09845065	0.09281708	0.14681569	0.094165444
a31	0.14668585	0.10386206	0.10286005	0.10416995	0.111520745	0.10450545	0.10251608	0.12096014	0.1029197
a46	0.1281063	0.10777338	0.107397474	0.10786662	0.11063962	0.108076304	0.1073068	0.115327194	0.107506335
</S>	0.12346117	0.108941466	0.1086887	0.10895523	0.11045108	0.109029695	0.10861892	0.11313755	0.10871625
