 	non	mi	aspetti	che	non	vengo	</S>
a8	0.22245726	0.2385033	0.046391144	0.14301737	0.19181098	0.06844512	0.0893749
a31	0.14332776	0.28781518	0.017956179	0.17048946	0.25238734	0.059275858	0.06874824
a24	0.1377588	0.30479515	0.021555785	0.17343941	0.20101541	0.07160444	0.089830965
a31	0.20029248	0.44036445	0.033291385	0.088279866	0.1479203	0.043691903	0.04615949
a36	0.19020574	0.49504945	0.02487141	0.092466876	0.1452365	0.026277313	0.025892777
a31	0.1928166	0.471354	0.036486976	0.08775604	0.13388807	0.038662795	0.039035413
a39	0.17018405	0.4900505	0.016560769	0.10653784	0.17599985	0.020955881	0.019711161
a8	0.11701845	0.35969082	0.03959451	0.15775476	0.19406635	0.06892808	0.06294699
a31	0.09937376	0.15806405	0.07923808	0.16705176	0.20696166	0.1558235	0.13348715
a29	0.12962836	0.17806126	0.10822503	0.13380322	0.20680791	0.12676965	0.116704576
a31	0.13912222	0.14668956	0.13533276	0.14040463	0.16183108	0.13949783	0.1371219
a17	0.14240617	0.14765388	0.14004971	0.14177227	0.14684218	0.14089149	0.14038421
</S>	0.14295721	0.1445638	0.14224333	0.14258842	0.14307547	0.14231174	0.14226004
