 	il	morto	vuole	pianto	</S>
a31	0.23134856	0.27538055	0.17618747	0.22358334	0.09350006
a28	0.122651026	0.42352936	0.1547699	0.248079	0.05097074
a17	0.09511419	0.41590282	0.17483893	0.21926266	0.09488148
a31	0.11997465	0.3928356	0.18878843	0.20720795	0.09119341
a20	0.06815536	0.6189886	0.13204284	0.15813069	0.02268249
a0	0.07910883	0.70732784	0.07500395	0.12466134	0.013898073
a31	0.10778221	0.67090446	0.075558275	0.12446526	0.021289717
a13	0.064694814	0.6740021	0.08865577	0.16141321	0.011234107
a6	0.03638396	0.79723835	0.05793419	0.08582692	0.022616627
a31	0.058268674	0.66868675	0.09218203	0.11976046	0.061102036
a46	0.039823696	0.7856447	0.051629856	0.09978787	0.02311388
a37	0.08723448	0.52684504	0.1129307	0.184825	0.08816472
a31	0.11187647	0.38101736	0.14475085	0.23765278	0.12470255
a46	0.11330013	0.47309598	0.11781639	0.19356097	0.1022265
a31	0.16686042	0.2600904	0.17163353	0.23585244	0.16556321
a46	0.16889007	0.31273806	0.16862634	0.18941417	0.1603314
a8	0.19315934	0.21980165	0.19310026	0.20250538	0.19143334
a31	0.19691502	0.20555745	0.19728874	0.20354445	0.1966943
a8	0.19822283	0.20583437	0.19822264	0.19999559	0.19772455
</S>	0.19948211	0.20133244	0.19949132	0.20031428	0.19937979
