 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.18473484	0.07215818	0.12068316	0.13884749	0.14516753	0.20767313	0.1307357
a31	0.10633286	0.0161089	0.0595182	0.11537666	0.19222583	0.43231624	0.07812133
a0	0.081385195	0.028401032	0.06646228	0.11459943	0.16624554	0.45484924	0.08805722
a20	0.11927024	0.036678936	0.07904314	0.13177305	0.17613585	0.32003266	0.13706604
a31	0.14599326	0.03256596	0.081465445	0.1384308	0.17538139	0.28061506	0.14554803
a13	0.092311494	0.012403434	0.04400917	0.10938539	0.16455036	0.493911	0.08342912
a38	0.13680951	0.009516596	0.03472372	0.10308073	0.13980597	0.5109285	0.06513495
a31	0.1681232	0.011241044	0.037750743	0.09960128	0.13528468	0.4855991	0.06239997
a20	0.12177828	0.00485512	0.019041795	0.10163779	0.17448667	0.5286995	0.049500875
a31	0.077969655	0.006513532	0.013060153	0.04107337	0.10057821	0.738257	0.022548161
a20	0.08158594	0.0054307436	0.013625101	0.049618013	0.1141047	0.7131927	0.022442875
a33	0.059907295	0.006946682	0.014668891	0.038743317	0.06938206	0.7950178	0.015333976
a31	0.08287644	0.025289526	0.0289473	0.037872214	0.062124632	0.7300524	0.032837503
a28	0.06926897	0.013862466	0.018355407	0.032206573	0.054966025	0.7896393	0.021701286
a31	0.07547572	0.021128356	0.026950693	0.04055892	0.054223813	0.7544194	0.027243145
a0	0.08953603	0.03267185	0.03720179	0.048517454	0.06354246	0.6895532	0.03897715
a31	0.10730143	0.041725036	0.04833918	0.062034972	0.07181647	0.6209375	0.04784537
a3	0.12968415	0.06970976	0.07358943	0.08223585	0.0926811	0.47748542	0.07461425
a31	0.12828879	0.06598925	0.072885066	0.08656009	0.09540798	0.47847694	0.07239186
a46	0.15433985	0.10765317	0.11002648	0.11489226	0.119922854	0.28287646	0.110288925
a31	0.14600886	0.091869764	0.09606889	0.10491392	0.11247144	0.3521638	0.096503384
a39	0.15416287	0.13099632	0.13193041	0.13371359	0.13514704	0.18215533	0.13189448
a35	0.15419899	0.12564747	0.12772496	0.13127634	0.13285948	0.20102382	0.12726896
a31	0.15805297	0.13444623	0.13561366	0.13728677	0.13730685	0.16230457	0.134989
</S>	0.14568083	0.14030516	0.14048298	0.14083141	0.14117725	0.15102881	0.14049354
